,Name,link,Games Played,MinPerGame,FGPerGame,FGAPerGame,FG%PerGame,3pPerGame,3PAPerGame,3p%PerGame,2pPerGame,2pAPerGame,2p%PerGame,eFG%PerGame,FTPerGame,FTAPerGame,FT%PerGame,ORGPerGame,DRBPerGame,TotalRebPerGame,AstPerGame,StealPerGame,BlkPerGame,TOVPerGame,FoulsPerGame,PtsPerGame,FGPer100Poss,FGAPer100Poss,FG%Per100Poss,3pPer100Poss,3PAPer100Poss,3p%Per100Poss,2pPer100Poss,2pAPer100Poss,2p%Per100Poss,FTPer100Poss,FTAPer100Poss,FT%Per100Poss,ORGPer100Poss,DRBPer100Poss,TotalRebPer100Poss,AstPer100Poss,StealPer100Poss,BlkPer100Poss,TOVPer100Poss,FoulsPer100Poss,PtsPer100Poss,ORtg,DRtg,Year,League,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,MVPs,All-Star Games,All-NBA Teams
1349,Andrew Lang,langan01,737,20.8,2.4,5.1,0.47,0.0,0.0,0.25,2.4,5.1,0.47100000000000003,0.47100000000000003,1.2,1.6,0.7440000000000001,1.6,3.2,4.8,0.6,0.5,1.5,0.9,2.8,6.0,5.9,12.5,0.47,0.0,0.1,0.25,5.9,12.4,0.47100000000000003,2.9,3.8,0.7440000000000001,3.9,7.7,11.6,1.4,1.1,3.6,2.3,6.7,14.6,105.0,105.0,Career,NBA,11.7,0.516,0.005,0.308,8.9,17.0,13.0,4.1,1.1,4.6,14.0,14.2,7.6,21.0,28.6,0.08900000000000001,-3.0,1.9,-1.1,3.5,0,0,0
1350,Antonio Lang,langan02,143,9.8,0.8,1.9,0.455,0.0,0.1,0.0,0.8,1.8,0.469,0.455,0.6,0.8,0.7190000000000001,0.6,0.9,1.5,0.3,0.4,0.3,0.6,1.4,2.3,5.0,10.9,0.455,0.0,0.3,0.0,5.0,10.6,0.469,3.6,5.0,0.7190000000000001,3.3,5.3,8.6,2.1,2.3,1.9,3.7,8.5,13.5,94.0,103.0,Career,NBA,8.8,0.515,0.03,0.455,7.3,12.2,9.8,6.0,2.3,2.9,21.8,14.5,-0.5,2.1,1.7,0.057,-4.7,1.9,-2.8,-0.3,0,0,0
1351,James Lang,langja01,11,5.0,0.4,0.8,0.444,0.0,0.0,,0.4,0.8,0.444,0.444,0.3,0.5,0.6,0.5,0.5,1.0,0.2,0.0,0.3,0.2,1.3,1.0,3.7,8.3,0.444,0.0,0.0,,3.7,8.3,0.444,2.8,4.6,0.6,4.6,5.6,10.2,1.9,0.0,2.8,1.9,13.0,10.2,107.0,112.0,Career,NBA,6.6,0.491,0.0,0.556,10.2,12.9,11.5,5.2,0.0,4.2,15.2,10.6,0.0,0.0,0.1,0.047,-3.5,-0.5,-4.0,0.0,0,0,0
1352,Trajan Langdon,langdtr01,119,14.6,1.8,4.4,0.41600000000000004,0.7,1.8,0.396,1.1,2.6,0.429,0.49700000000000005,1.0,1.1,0.91,0.2,1.1,1.3,1.3,0.5,0.1,0.8,1.5,5.4,6.7,16.0,0.41600000000000004,2.6,6.6,0.396,4.1,9.4,0.429,3.7,4.0,0.91,0.9,3.9,4.8,4.6,1.7,0.4,3.0,5.4,19.6,107.0,108.0,Career,NBA,12.2,0.551,0.41,0.251,1.9,8.7,5.3,14.4,1.7,0.6,14.3,17.9,2.1,0.7,2.9,0.079,0.2,-2.1,-1.9,0.1,0,0,0
1353,Keith Langford,langfke01,2,5.0,0.5,2.0,0.25,0.0,0.0,,0.5,2.0,0.25,0.25,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,5.4,21.6,0.25,0.0,0.0,,5.4,21.6,0.25,0.0,0.0,,0.0,10.8,10.8,0.0,0.0,0.0,0.0,5.4,10.8,55.0,104.0,Career,NBA,-2.4,0.25,0.0,0.0,0.0,23.3,11.8,0.0,0.0,0.0,0.0,19.2,0.0,0.0,0.0,-0.142,-14.9,-5.1,-19.9,0.0,0,0,0
1354,Dan Langhi,langhda01,133,9.4,1.3,3.3,0.391,0.1,0.3,0.289,1.2,3.0,0.4,0.40299999999999997,0.3,0.5,0.613,0.4,1.1,1.5,0.3,0.2,0.1,0.3,0.8,3.0,7.3,18.7,0.391,0.5,1.6,0.289,6.8,17.1,0.4,1.6,2.6,0.613,2.3,6.2,8.5,1.7,1.3,0.5,1.5,4.5,16.7,92.0,107.0,Career,NBA,8.8,0.42100000000000004,0.086,0.141,4.9,13.2,9.1,5.2,1.3,0.7,7.0,18.3,-0.5,0.8,0.3,0.012,-4.7,-2.2,-6.8,-1.5,0,0,0
1355,Shane Larkin,larkish01,252,19.0,2.1,5.0,0.425,0.5,1.3,0.341,1.7,3.7,0.455,0.47,0.8,1.0,0.782,0.3,1.6,1.9,2.8,0.9,0.1,1.2,1.5,5.5,5.7,13.5,0.425,1.2,3.6,0.341,4.5,9.9,0.455,2.0,2.6,0.782,0.9,4.2,5.1,7.7,2.6,0.3,3.2,4.0,14.8,100.0,110.0,Career,NBA,11.4,0.503,0.266,0.192,1.9,9.5,5.6,22.6,2.6,0.4,17.8,15.7,1.2,3.1,4.3,0.043,-1.8,-0.8,-2.5,-0.7,0,0,0
1356,Rusty LaRue,larueru01,98,16.0,1.9,5.1,0.376,0.6,1.7,0.318,1.4,3.3,0.40700000000000003,0.431,0.6,0.7,0.841,0.2,1.1,1.3,1.6,0.6,0.1,1.0,1.5,5.0,6.4,17.1,0.376,1.9,5.9,0.318,4.6,11.3,0.40700000000000003,2.0,2.4,0.841,0.8,3.6,4.3,5.2,2.1,0.4,3.2,5.1,16.7,92.0,106.0,Career,NBA,8.9,0.461,0.342,0.139,1.6,8.1,4.8,17.3,2.1,0.5,15.1,18.2,-0.6,1.2,0.5,0.017,-2.8,-1.7,-4.6,-1.0,0,0,0
1357,Stephane Lasme,lasmest01,16,18.9,2.0,4.4,0.451,0.0,0.0,,2.0,4.4,0.451,0.451,1.2,2.0,0.594,1.6,1.7,3.3,0.2,0.8,1.4,0.9,2.2,5.2,5.6,12.5,0.451,0.0,0.0,,5.6,12.5,0.451,3.3,5.6,0.594,4.6,4.7,9.3,0.5,2.3,3.9,2.6,6.1,14.6,96.0,107.0,Career,NBA,11.7,0.488,0.0,0.451,10.1,10.8,10.5,1.6,2.3,5.8,15.0,15.6,-0.1,0.3,0.3,0.040999999999999995,-4.8,1.9,-2.8,-0.1,0,0,0
1358,Priest Lauderdale,laudepr01,74,7.1,1.4,2.9,0.47200000000000003,0.0,0.0,0.0,1.4,2.9,0.474,0.47200000000000003,0.7,1.2,0.5539999999999999,0.6,1.4,1.9,0.4,0.1,0.4,1.1,1.4,3.4,10.5,22.3,0.47200000000000003,0.0,0.1,0.0,10.5,22.2,0.474,5.3,9.5,0.5539999999999999,4.4,10.3,14.7,3.4,0.8,2.7,8.6,10.5,26.3,84.0,106.0,Career,NBA,11.3,0.49700000000000005,0.005,0.426,9.6,22.9,16.1,12.8,0.8,3.8,24.4,29.9,-1.3,0.5,-0.8,-0.07400000000000001,-6.9,-1.1,-8.0,-0.8,0,0,0
1359,Acie Law,lawac01,188,12.7,1.4,3.4,0.413,0.1,0.6,0.235,1.3,2.8,0.452,0.434,0.9,1.2,0.778,0.2,0.9,1.0,1.6,0.4,0.0,0.8,1.0,3.9,5.7,13.9,0.413,0.6,2.5,0.235,5.2,11.4,0.452,3.8,4.8,0.778,0.7,3.5,4.3,6.8,1.8,0.1,3.2,4.2,15.8,100.0,112.0,Career,NBA,9.9,0.494,0.18100000000000002,0.34700000000000003,1.6,7.9,4.7,19.6,1.8,0.1,16.5,16.7,0.2,1.3,1.6,0.032,-3.2,-2.2,-5.4,-2.0,0,0,0
1360,Gani Lawal,lawalga01,1,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,0.0,,117.0,Career,NBA,-9.1,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.009000000000000001,-5.4,0.5,-4.9,0.0,0,0,0
1361,Edmund Lawrence,lawreed01,3,6.3,1.7,2.7,0.625,0.0,0.0,,1.7,2.7,0.625,0.625,0.7,1.3,0.5,0.7,0.7,1.3,0.3,0.3,0.0,0.3,2.0,4.0,12.5,20.0,0.625,0.0,0.0,,12.5,20.0,0.625,5.0,10.0,0.5,5.0,5.0,10.0,2.5,2.5,0.0,2.5,15.0,30.0,119.0,104.0,Career,NBA,19.4,0.615,0.0,0.5,11.6,13.0,12.2,9.5,2.5,0.0,9.3,22.9,0.1,0.0,0.1,0.201,3.2,-2.2,1.0,0.0,0,0,0
1362,Jason Lawson,lawsoja01,17,4.7,0.5,0.9,0.6,0.0,0.0,,0.5,0.9,0.6,0.6,0.5,0.6,0.8,0.5,1.1,1.6,0.3,0.2,0.2,0.1,0.8,1.5,6.2,10.3,0.6,0.0,0.0,,6.2,10.3,0.6,5.5,6.9,0.8,5.5,13.1,18.6,3.4,2.8,2.8,1.4,9.6,17.9,141.0,95.0,Career,NBA,21.5,0.67,0.0,0.667,11.5,28.6,19.9,10.7,2.8,3.6,9.3,12.3,0.3,0.2,0.5,0.28,1.3,3.5,4.8,0.1,0,0,0
1363,Ty Lawson,lawsoty01,551,29.2,4.5,9.8,0.46,0.9,2.4,0.359,3.7,7.5,0.493,0.504,2.7,3.6,0.77,0.6,2.1,2.7,6.0,1.2,0.1,2.1,1.6,12.7,7.8,16.9,0.46,1.5,4.1,0.359,6.3,12.8,0.493,4.7,6.1,0.77,1.1,3.6,4.7,10.3,2.0,0.2,3.6,2.8,21.7,113.0,110.0,Career,NBA,17.2,0.555,0.243,0.36200000000000004,2.5,8.0,5.3,32.2,2.0,0.3,15.6,20.3,32.6,9.5,42.1,0.126,2.2,-1.5,0.7,10.9,0,0,0
1364,Allen Leavell,leaveal01,700,23.2,3.6,8.1,0.45,0.2,0.9,0.23399999999999999,3.4,7.2,0.47600000000000003,0.462,2.1,2.5,0.8340000000000001,0.4,1.2,1.7,4.8,1.3,0.2,1.9,2.1,9.5,7.4,16.5,0.45,0.4,1.8,0.23399999999999999,7.0,14.8,0.47600000000000003,4.2,5.0,0.8340000000000001,0.9,2.5,3.4,9.7,2.7,0.3,3.9,4.3,19.5,106.0,108.0,Career,NBA,14.7,0.52,0.106,0.306,1.9,5.9,3.9,27.9,2.7,0.4,17.1,19.1,16.0,13.9,29.9,0.08800000000000001,0.1,-1.2,-1.1,3.6,0,0,0
1365,Jeff Lebo,leboje01,4,8.0,0.5,1.8,0.28600000000000003,0.0,0.0,,0.5,1.8,0.28600000000000003,0.28600000000000003,0.5,0.5,1.0,0.5,0.5,1.0,0.8,0.5,0.0,0.3,1.8,1.5,3.0,10.7,0.28600000000000003,0.0,0.0,,3.0,10.7,0.28600000000000003,3.0,3.0,1.0,3.0,3.0,6.1,4.6,3.0,0.0,1.5,10.7,9.1,99.0,105.0,Career,NBA,5.8,0.381,0.0,0.28600000000000003,7.2,6.9,7.0,11.8,3.0,0.0,11.3,11.5,0.0,0.0,0.0,0.065,-3.4,0.8,-2.7,0.0,0,0,0
1366,Eric Leckner,leckner01,449,12.1,1.6,3.1,0.508,0.0,0.0,0.0,1.6,3.1,0.51,0.508,0.9,1.4,0.669,0.8,2.4,3.2,0.5,0.2,0.3,0.9,2.3,4.1,6.5,12.8,0.508,0.0,0.0,0.0,6.5,12.8,0.51,3.7,5.6,0.669,3.3,9.7,13.0,1.9,0.8,1.3,3.5,9.3,16.8,100.0,107.0,Career,NBA,9.8,0.5489999999999999,0.004,0.435,7.6,21.7,14.7,5.7,0.8,1.6,18.8,16.3,0.4,5.8,6.2,0.054000000000000006,-4.3,-0.6,-4.9,-4.0,0,0,0
1367,Ricky Ledo,ledori01,28,9.9,1.4,4.0,0.336,0.5,1.3,0.371,0.9,2.8,0.321,0.39399999999999996,0.7,0.9,0.769,0.6,0.8,1.4,0.8,0.3,0.0,1.0,0.8,3.9,7.2,21.4,0.336,2.5,6.6,0.371,4.7,14.8,0.321,3.8,4.9,0.769,3.0,4.2,7.2,4.0,1.3,0.2,5.3,4.3,20.6,83.0,113.0,Career,NBA,7.0,0.43799999999999994,0.31,0.23,6.5,9.4,7.9,12.6,1.3,0.3,18.4,25.2,-0.6,0.0,-0.6,-0.096,-4.5,-3.4,-7.8,-0.4,0,0,0
1368,Butch Lee,leebu01,96,19.1,3.1,6.9,0.45,0.0,0.0,,3.1,6.9,0.45,0.45,1.9,2.5,0.7609999999999999,0.4,1.0,1.4,3.2,0.9,0.0,1.7,1.5,8.1,7.5,16.8,0.45,0.0,0.0,,7.5,16.8,0.45,4.6,6.1,0.7609999999999999,1.0,2.5,3.5,7.8,2.2,0.0,4.2,3.8,19.7,101.0,107.0,Career,NBA,13.5,0.507,0.0,0.36200000000000004,2.3,6.0,4.1,22.8,2.2,0.0,17.7,20.0,1.2,1.1,2.4,0.062,-0.7,-1.9,-2.7,-0.3,0,0,0
1369,Courtney Lee,leeco01,749,28.1,3.8,8.4,0.451,1.1,2.9,0.38799999999999996,2.7,5.6,0.483,0.516,1.3,1.5,0.856,0.5,2.2,2.7,1.7,1.0,0.3,1.0,1.7,10.0,7.0,15.4,0.451,2.0,5.2,0.38799999999999996,4.9,10.2,0.483,2.3,2.7,0.856,0.8,4.1,5.0,3.2,1.9,0.5,1.8,3.1,18.3,109.0,109.0,Career,NBA,12.2,0.5489999999999999,0.33899999999999997,0.175,1.9,9.1,5.5,9.6,1.9,0.8,9.8,16.2,20.3,17.6,37.9,0.086,-0.1,-0.1,-0.2,9.8,0,0,0
1370,David Lee,leeda02,829,29.3,5.5,10.3,0.535,0.0,0.0,0.034,5.5,10.3,0.537,0.536,2.5,3.2,0.772,2.6,6.2,8.8,2.2,0.8,0.4,1.8,2.6,13.5,9.6,18.0,0.535,0.0,0.1,0.034,9.6,17.9,0.537,4.3,5.6,0.772,4.5,10.8,15.4,3.8,1.3,0.7,3.1,4.6,23.6,114.0,106.0,Career,NBA,19.1,0.5770000000000001,0.003,0.311,9.9,24.0,17.0,12.6,1.3,1.0,13.0,20.6,49.6,26.4,76.0,0.15,0.7,0.9,1.6,22.3,0,2,1
1371,Doug Lee,leedo01,73,5.7,0.8,2.0,0.41200000000000003,0.2,0.8,0.31,0.6,1.2,0.478,0.473,0.4,0.5,0.7,0.2,0.3,0.6,0.4,0.2,0.1,0.3,0.9,2.3,7.3,17.7,0.41200000000000003,2.2,6.9,0.31,5.1,10.8,0.478,3.3,4.8,0.7,2.0,3.0,5.0,3.8,2.0,0.6,2.4,7.6,20.1,109.0,110.0,Career,NBA,11.0,0.507,0.392,0.27,4.2,6.7,5.4,10.9,2.1,0.8,10.8,18.4,0.4,0.3,0.7,0.086,-0.8,-2.1,-2.9,-0.1,0,0,0
1372,Greg Lee,leegr01,10,9.8,1.0,1.9,0.526,0.0,0.0,,1.0,1.9,0.526,0.526,0.4,0.4,1.0,0.1,0.4,0.5,2.4,0.6,0.0,1.2,1.2,2.4,4.6,8.8,0.526,0.0,0.0,,4.6,8.8,0.526,1.8,1.8,1.0,0.5,1.8,2.3,11.1,2.8,0.0,2.8,5.5,11.1,101.0,106.0,Career,TOT,11.9,0.578,0.0,0.21100000000000002,1.0,4.0,2.5,30.1,2.8,0.0,27.4,13.4,0.0,0.1,0.1,0.040999999999999995,-2.7,-3.1,-5.8,-0.1,0,0,0
1373,Keith Lee,leeke01,182,16.0,2.5,5.6,0.451,0.0,0.1,0.16699999999999998,2.5,5.5,0.45399999999999996,0.452,1.1,1.5,0.746,1.5,3.2,4.7,1.0,0.4,0.6,1.2,2.7,6.1,7.4,16.5,0.451,0.0,0.2,0.16699999999999998,7.4,16.3,0.45399999999999996,3.3,4.4,0.746,4.6,9.5,14.1,2.9,1.2,1.8,3.5,8.0,18.2,99.0,106.0,Career,NBA,12.2,0.493,0.012,0.265,10.6,22.1,16.3,8.8,1.2,2.2,16.0,18.8,0.0,3.7,3.7,0.062,-2.8,0.8,-2.0,0.0,0,0,0
1374,Kurk Lee,leeku01,48,5.5,0.4,1.5,0.268,0.1,0.3,0.2,0.3,1.2,0.28600000000000003,0.289,0.5,0.6,0.893,0.1,0.5,0.6,0.7,0.2,0.0,0.4,0.8,1.4,3.5,13.0,0.268,0.5,2.7,0.2,2.9,10.2,0.28600000000000003,4.6,5.1,0.893,1.3,4.2,5.5,6.2,2.0,0.4,3.6,7.1,12.0,87.0,109.0,Career,NBA,5.6,0.396,0.21100000000000002,0.39399999999999996,2.7,9.5,5.9,16.8,2.0,0.4,19.4,15.7,-0.3,0.2,-0.1,-0.013000000000000001,-5.7,-1.1,-6.7,-0.3,0,0,0
1375,Malcolm Lee,leema01,36,14.8,1.4,3.8,0.382,0.3,0.9,0.294,1.2,2.8,0.41200000000000003,0.419,0.7,1.0,0.703,0.7,1.1,1.8,1.4,0.6,0.3,0.8,1.4,3.9,5.0,13.1,0.382,1.0,3.3,0.294,4.1,9.9,0.41200000000000003,2.5,3.6,0.703,2.3,4.0,6.3,4.9,1.9,1.0,2.6,5.0,13.5,97.0,107.0,Career,NBA,9.5,0.46,0.25,0.272,5.0,8.9,6.9,14.8,1.9,1.4,15.1,15.0,0.0,0.4,0.4,0.04,-2.4,0.4,-2.0,0.0,0,0,0
1376,Rock Lee,leero02,2,5.0,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.0,2.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,1.5,1.0,4.7,9.5,0.5,0.0,0.0,,4.7,9.5,0.5,0.0,18.9,0.0,0.0,4.7,4.7,9.5,0.0,0.0,0.0,14.2,9.5,74.0,117.0,Career,NBA,1.0,0.266,0.0,2.0,0.0,12.2,6.0,25.0,0.0,0.0,0.0,15.3,0.0,0.0,0.0,-0.129,-6.2,-4.6,-10.8,0.0,0,0,0
1377,Ron Lee,leero01,448,21.4,2.9,7.0,0.41600000000000004,0.2,0.6,0.321,2.8,6.7,0.42,0.423,1.5,2.1,0.705,0.9,1.8,2.7,3.8,1.9,0.3,2.1,3.1,7.3,6.1,14.7,0.41600000000000004,0.4,1.4,0.321,5.9,14.1,0.42,3.1,4.4,0.705,1.9,3.9,5.7,8.0,4.1,0.6,3.7,6.4,15.5,91.0,99.0,Career,NBA,12.4,0.466,0.042,0.29600000000000004,4.4,9.5,6.9,23.2,4.1,0.7,22.8,17.0,-4.2,14.9,10.7,0.054000000000000006,-1.6,1.6,0.0,5.0,0,0,0
1378,Tim Legler,legleti01,310,16.9,2.5,5.5,0.447,0.8,1.9,0.431,1.6,3.6,0.456,0.523,1.3,1.5,0.84,0.4,1.1,1.6,1.3,0.5,0.1,0.6,1.6,7.0,7.3,16.3,0.447,2.5,5.8,0.431,4.8,10.6,0.456,3.8,4.5,0.84,1.2,3.4,4.6,3.9,1.4,0.4,1.9,4.9,20.9,117.0,112.0,Career,NBA,13.6,0.57,0.354,0.278,2.6,7.8,5.2,11.9,1.4,0.5,9.2,17.2,10.0,2.0,12.1,0.11,1.1,-2.2,-1.1,1.1,0,0,0
1379,Alex Len,lenal01,331,19.8,2.7,5.6,0.483,0.0,0.1,0.22699999999999998,2.7,5.5,0.486,0.484,1.7,2.4,0.711,2.1,4.4,6.5,0.8,0.4,1.0,1.3,2.7,7.1,6.7,13.8,0.483,0.0,0.2,0.22699999999999998,6.6,13.6,0.486,4.2,5.9,0.711,5.1,10.9,15.9,1.8,1.0,2.5,3.1,6.7,17.6,106.0,107.0,Career,NBA,14.4,0.536,0.012,0.429,11.1,24.7,17.7,5.8,1.0,4.2,16.0,17.1,4.7,7.3,12.0,0.08800000000000001,-3.1,1.3,-1.8,0.3,0,0,0
1380,Voshon Lenard,lenarvo01,565,27.2,4.3,10.4,0.415,1.7,4.3,0.384,2.7,6.1,0.436,0.494,1.6,2.1,0.787,0.6,2.2,2.8,2.1,0.8,0.2,1.3,2.1,11.9,8.5,20.4,0.415,3.2,8.4,0.384,5.2,12.0,0.436,3.2,4.1,0.787,1.2,4.4,5.6,4.1,1.5,0.5,2.6,4.2,23.4,106.0,107.0,Career,NBA,13.8,0.526,0.414,0.19899999999999998,2.6,9.4,6.0,13.4,1.5,0.6,10.5,21.2,18.6,11.0,29.6,0.09300000000000001,1.3,-1.5,-0.3,6.7,0,0,0
1381,Gary Leonard,leonaga01,31,4.8,0.5,1.2,0.45899999999999996,0.0,0.0,0.0,0.5,1.2,0.47200000000000003,0.45899999999999996,0.3,0.6,0.5,0.4,0.7,1.1,0.1,0.1,0.3,0.3,1.0,1.4,5.9,12.9,0.45899999999999996,0.0,0.3,0.0,5.9,12.6,0.47200000000000003,3.5,7.0,0.5,4.5,7.3,11.9,0.7,1.4,3.5,3.1,10.8,15.4,93.0,106.0,Career,NBA,8.6,0.48,0.027000000000000003,0.541,9.7,17.6,13.4,2.2,1.4,4.4,16.4,16.0,-0.1,0.2,0.1,0.028999999999999998,-6.0,-0.3,-6.3,-0.2,0,0,0
1382,Kawhi Leonard,leonaka01,407,30.4,6.0,12.1,0.495,1.3,3.4,0.386,4.7,8.7,0.537,0.5489999999999999,3.1,3.7,0.846,1.3,4.9,6.2,2.3,1.8,0.7,1.4,1.7,16.3,10.0,20.3,0.495,2.2,5.7,0.386,7.8,14.6,0.537,5.2,6.2,0.846,2.1,8.3,10.4,3.8,3.0,1.2,2.3,2.9,27.5,118.0,99.0,Career,NBA,22.1,0.597,0.27899999999999997,0.305,4.8,17.9,11.6,12.3,3.0,1.8,9.1,22.5,31.6,24.7,56.3,0.21899999999999997,3.6,2.7,6.3,25.8,0,2,2
1383,Meyers Leonard,leoname01,328,15.8,2.1,4.5,0.467,0.7,1.8,0.373,1.5,2.8,0.528,0.541,0.6,0.7,0.8240000000000001,0.7,3.0,3.7,0.8,0.2,0.3,0.7,2.3,5.5,6.8,14.6,0.467,2.1,5.7,0.373,4.7,8.8,0.528,1.9,2.3,0.8240000000000001,2.4,9.6,12.0,2.5,0.5,1.0,2.2,7.2,17.7,110.0,108.0,Career,NBA,11.6,0.5660000000000001,0.39299999999999996,0.16,5.2,20.9,13.0,7.6,0.5,1.5,12.3,15.6,5.9,4.4,10.3,0.095,-1.3,-0.6,-2.0,0.1,0,0,0
1384,Jim Les,lesji01,321,13.2,1.2,2.9,0.397,0.6,1.5,0.396,0.5,1.4,0.397,0.501,0.8,1.0,0.818,0.3,1.0,1.2,2.9,0.5,0.1,0.9,1.3,3.8,4.3,10.9,0.397,2.3,5.8,0.396,2.1,5.2,0.397,3.2,3.9,0.818,1.0,3.6,4.6,10.9,2.0,0.2,3.4,4.9,14.1,111.0,110.0,Career,NBA,12.4,0.5589999999999999,0.528,0.35200000000000004,2.3,8.2,5.2,30.4,2.0,0.3,21.4,13.8,4.8,3.4,8.1,0.092,-0.5,-2.1,-2.6,-0.6,0,0,0
1385,Travis Leslie,leslitr01,10,4.5,0.5,1.4,0.35700000000000004,0.0,0.0,,0.5,1.4,0.35700000000000004,0.35700000000000004,0.4,0.9,0.444,0.6,0.3,0.9,0.5,0.2,0.2,0.2,0.4,1.4,6.0,16.7,0.35700000000000004,0.0,0.0,,6.0,16.7,0.35700000000000004,4.8,10.8,0.444,7.2,3.6,10.8,6.0,2.4,2.4,2.4,4.8,16.7,98.0,105.0,Career,NBA,14.6,0.39,0.0,0.643,15.7,8.0,11.9,17.0,2.4,3.7,10.0,20.5,0.0,0.0,0.1,0.06,-1.5,1.3,-0.2,0.0,0,0,0
1386,Ronnie Lester,lestero01,250,19.8,2.7,5.8,0.469,0.0,0.1,0.22699999999999998,2.7,5.7,0.47200000000000003,0.47,1.8,2.3,0.7879999999999999,0.6,1.3,1.9,4.0,0.7,0.1,1.9,1.6,7.3,6.5,13.8,0.469,0.0,0.2,0.22699999999999998,6.4,13.6,0.47200000000000003,4.3,5.5,0.7879999999999999,1.4,3.1,4.5,9.6,1.8,0.3,4.5,3.8,17.3,104.0,110.0,Career,NBA,13.0,0.5329999999999999,0.015,0.397,3.4,7.1,5.3,27.4,1.8,0.4,21.8,17.9,3.4,3.0,6.3,0.061,-1.0,-1.7,-2.7,-0.8,0,0,0
1387,Clifford Lett,lettcl01,11,11.5,1.5,3.4,0.43200000000000005,0.0,0.1,0.0,1.5,3.3,0.444,0.43200000000000005,0.5,0.8,0.667,0.1,0.5,0.6,0.7,0.2,0.1,0.9,1.5,3.5,6.2,14.2,0.43200000000000005,0.0,0.4,0.0,6.2,13.9,0.444,2.3,3.5,0.667,0.4,2.3,2.7,3.1,0.8,0.4,3.9,6.5,14.6,84.0,110.0,Career,NBA,3.4,0.46399999999999997,0.027000000000000003,0.243,0.9,5.0,3.0,8.6,0.8,0.5,19.6,16.8,-0.2,0.1,-0.1,-0.034,-6.5,-2.3,-8.8,-0.2,0,0,0
1388,Jon Leuer,leuerjo01,336,16.5,2.7,5.7,0.478,0.4,1.1,0.335,2.3,4.6,0.512,0.51,0.9,1.1,0.769,1.0,3.0,4.0,0.9,0.4,0.3,0.7,1.6,6.7,8.4,17.5,0.478,1.1,3.4,0.335,7.2,14.1,0.512,2.6,3.4,0.769,3.0,9.2,12.2,2.6,1.1,0.9,2.2,4.8,20.5,108.0,106.0,Career,NBA,14.5,0.539,0.19399999999999998,0.19699999999999998,6.5,20.5,13.3,8.2,1.1,1.4,10.2,18.5,6.0,6.3,12.3,0.107,-1.3,0.0,-1.3,1.0,0,0,0
1389,Fat Lever,leverfa01,752,31.7,5.6,12.6,0.447,0.2,0.7,0.31,5.4,11.9,0.455,0.455,2.4,3.1,0.7709999999999999,1.9,4.1,6.0,6.2,2.2,0.3,2.0,2.4,13.9,8.2,18.4,0.447,0.3,1.0,0.31,7.9,17.4,0.455,3.5,4.5,0.7709999999999999,2.8,6.0,8.8,9.1,3.2,0.4,2.8,3.5,20.2,109.0,105.0,Career,NBA,17.8,0.496,0.055,0.243,6.1,14.5,10.1,26.4,3.2,0.5,12.3,19.7,29.4,31.7,61.2,0.12300000000000001,1.8,1.8,3.6,33.7,0,2,1
1390,Cliff Levingston,levincl01,830,20.4,2.8,5.5,0.516,0.0,0.0,0.152,2.8,5.4,0.518,0.516,1.5,2.2,0.6759999999999999,2.1,3.1,5.2,0.9,0.6,0.7,1.0,2.8,7.1,6.7,13.0,0.516,0.0,0.1,0.152,6.7,12.9,0.518,3.5,5.2,0.6759999999999999,5.1,7.3,12.4,2.2,1.5,1.7,2.4,6.6,16.9,114.0,106.0,Career,NBA,13.8,0.5539999999999999,0.006999999999999999,0.39799999999999996,11.5,16.6,14.0,5.9,1.5,2.1,13.5,14.9,23.2,21.0,44.2,0.125,0.1,1.2,1.4,14.4,0,0,0
1391,Cedric Lewis,lewisce01,3,1.3,0.7,1.0,0.667,0.0,0.0,,0.7,1.0,0.667,0.667,0.0,0.0,,0.7,0.0,0.7,0.0,0.3,0.0,0.0,0.0,1.3,25.6,38.4,0.667,0.0,0.0,,25.6,38.4,0.667,0.0,0.0,,25.6,0.0,25.6,0.0,12.8,0.0,0.0,0.0,51.2,148.0,90.0,Career,NBA,62.7,0.667,0.0,0.0,60.0,0.0,29.4,0.0,12.8,0.0,0.0,33.5,0.0,0.0,0.1,0.613,20.3,-3.8,16.5,0.0,0,0,0
