,Name,link,Games Played,MinPerGame,FGPerGame,FGAPerGame,FG%PerGame,3pPerGame,3PAPerGame,3p%PerGame,2pPerGame,2pAPerGame,2p%PerGame,eFG%PerGame,FTPerGame,FTAPerGame,FT%PerGame,ORGPerGame,DRBPerGame,TotalRebPerGame,AstPerGame,StealPerGame,BlkPerGame,TOVPerGame,FoulsPerGame,PtsPerGame,FGPer100Poss,FGAPer100Poss,FG%Per100Poss,3pPer100Poss,3PAPer100Poss,3p%Per100Poss,2pPer100Poss,2pAPer100Poss,2p%Per100Poss,FTPer100Poss,FTAPer100Poss,FT%Per100Poss,ORGPer100Poss,DRBPer100Poss,TotalRebPer100Poss,AstPer100Poss,StealPer100Poss,BlkPer100Poss,TOVPer100Poss,FoulsPer100Poss,PtsPer100Poss,ORtg,DRtg,Year,League,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,MVPs,All-Star Games,All-NBA Teams
1306,Brandon Knight,knighbr03,382,31.3,5.5,13.2,0.415,1.6,4.6,0.35700000000000004,3.8,8.6,0.445,0.47600000000000003,2.6,3.3,0.812,0.6,2.8,3.3,4.3,0.9,0.2,2.7,2.0,15.2,9.0,21.7,0.415,2.7,7.5,0.35700000000000004,6.3,14.2,0.445,4.3,5.4,0.812,1.0,4.5,5.5,7.0,1.5,0.3,4.4,3.4,25.0,101.0,111.0,Career,NBA,14.2,0.52,0.34700000000000003,0.247,2.1,10.3,6.1,23.5,1.5,0.5,15.4,24.7,5.8,5.8,11.6,0.047,0.7,-2.0,-1.2,2.3,0,0,0
1307,Brevin Knight,knighbr01,729,24.9,2.8,6.7,0.41200000000000003,0.0,0.2,0.134,2.7,6.6,0.419,0.414,1.8,2.2,0.789,0.4,2.1,2.4,6.1,1.7,0.1,1.9,2.5,7.3,5.8,14.1,0.41200000000000003,0.0,0.3,0.134,5.8,13.7,0.419,3.7,4.7,0.789,0.8,4.3,5.1,12.9,3.5,0.2,3.9,5.3,15.3,102.0,104.0,Career,NBA,14.9,0.47600000000000003,0.024,0.33299999999999996,1.8,9.8,5.7,40.1,3.5,0.4,19.6,17.3,11.1,21.5,32.6,0.086,-1.0,-0.1,-1.1,4.3,0,0,0
1308,Negele Knight,knighne01,276,16.4,2.4,5.6,0.436,0.1,0.3,0.263,2.3,5.2,0.447,0.444,1.2,1.6,0.73,0.4,0.9,1.3,2.8,0.4,0.1,1.3,1.5,6.2,7.5,17.1,0.436,0.3,1.1,0.263,7.2,16.0,0.447,3.7,5.1,0.73,1.3,2.6,3.9,8.7,1.4,0.3,4.0,4.5,18.9,101.0,111.0,Career,NBA,11.3,0.488,0.062,0.29600000000000004,2.9,5.7,4.4,24.7,1.4,0.4,17.0,19.9,1.4,2.8,4.2,0.044000000000000004,-2.2,-2.4,-4.6,-3.0,0,0,0
1309,Toby Knight,knighto01,283,25.9,5.7,10.9,0.519,0.0,0.0,0.0,5.7,10.9,0.519,0.519,1.5,2.1,0.74,2.0,3.1,5.1,1.2,0.9,0.7,1.6,3.2,12.9,9.9,19.1,0.519,0.0,0.0,0.0,9.9,19.1,0.519,2.7,3.6,0.74,3.4,5.5,8.9,2.1,1.5,1.1,2.7,5.5,22.5,108.0,107.0,Career,NBA,15.1,0.544,0.001,0.191,8.1,13.1,10.6,6.3,1.5,1.4,11.7,20.1,10.3,5.4,15.7,0.10300000000000001,0.4,-0.9,-0.5,2.8,0,0,0
1310,Travis Knight,knightr01,371,12.3,1.4,3.2,0.43799999999999994,0.0,0.2,0.259,1.4,3.1,0.447,0.444,0.6,0.8,0.696,1.2,1.9,3.1,0.6,0.4,0.6,0.7,2.2,3.4,6.0,13.7,0.43799999999999994,0.2,0.7,0.259,5.8,13.0,0.447,2.5,3.6,0.696,5.1,8.2,13.3,2.6,1.6,2.5,2.8,9.2,14.6,100.0,102.0,Career,NBA,11.4,0.48,0.049,0.262,10.9,18.6,14.7,7.7,1.6,3.7,15.5,15.4,1.5,6.4,7.9,0.083,-2.9,1.6,-1.3,0.8,0,0,0
1311,Bart Kofoed,kofoeba01,111,6.3,0.5,1.4,0.387,0.0,0.1,0.188,0.5,1.2,0.41,0.397,0.4,0.6,0.614,0.1,0.4,0.5,1.0,0.2,0.0,0.5,0.9,1.5,4.0,10.4,0.387,0.2,1.1,0.188,3.8,9.3,0.41,3.0,4.9,0.614,1.1,2.8,3.9,7.5,1.3,0.3,3.9,6.6,11.3,90.0,110.0,Career,NBA,5.7,0.44799999999999995,0.107,0.467,2.6,6.3,4.5,20.1,1.3,0.4,23.6,14.1,-0.6,0.6,0.0,0.002,-4.7,-1.3,-6.0,-0.7,0,0,0
1312,Jon Koncak,koncajo01,784,20.9,1.8,3.9,0.47,0.0,0.1,0.226,1.8,3.8,0.47700000000000004,0.473,0.8,1.3,0.597,1.4,3.6,4.9,1.0,0.7,1.0,0.8,3.2,4.5,4.4,9.3,0.47,0.1,0.3,0.226,4.3,9.1,0.47700000000000004,1.9,3.1,0.597,3.2,8.5,11.7,2.4,1.6,2.4,1.9,7.5,10.7,105.0,105.0,Career,NBA,9.8,0.499,0.027000000000000003,0.33399999999999996,7.1,19.1,13.0,6.3,1.6,3.0,15.0,10.6,6.1,23.0,29.2,0.085,-2.7,2.7,-0.1,8.0,0,0,0
1313,Joe Kopicki,kopicjo01,118,10.1,1.2,2.4,0.493,0.0,0.1,0.273,1.1,2.3,0.502,0.498,1.3,1.6,0.812,0.9,1.7,2.7,0.7,0.3,0.1,0.6,1.3,3.7,5.5,11.2,0.493,0.1,0.4,0.273,5.4,10.8,0.502,6.2,7.7,0.812,4.5,8.2,12.6,3.4,1.5,0.3,3.0,6.0,17.4,116.0,105.0,Career,NBA,14.2,0.597,0.04,0.687,10.4,19.6,14.9,9.2,1.5,0.4,17.2,15.0,2.0,1.5,3.5,0.142,-0.9,0.2,-0.7,0.4,0,0,0
1314,Frank Kornet,kornefr01,89,6.7,0.7,2.0,0.369,0.1,0.4,0.263,0.6,1.6,0.39899999999999997,0.39799999999999996,0.3,0.6,0.596,0.4,0.7,1.1,0.3,0.2,0.0,0.4,0.9,1.9,5.4,14.6,0.369,0.8,3.1,0.263,4.5,11.4,0.39899999999999997,2.6,4.3,0.596,2.9,5.0,7.9,2.5,1.6,0.3,2.8,6.8,14.1,90.0,110.0,Career,NBA,6.2,0.43,0.21600000000000003,0.295,6.7,11.9,9.2,6.8,1.6,0.4,14.6,16.5,-0.5,0.5,0.0,-0.004,-4.7,-1.3,-6.0,-0.6,0,0,0
1315,Yaroslav Korolev,korolya01,34,4.9,0.4,1.4,0.28300000000000003,0.1,0.4,0.25,0.3,1.0,0.294,0.315,0.3,0.5,0.625,0.2,0.3,0.5,0.4,0.2,0.0,0.2,0.3,1.1,4.1,14.4,0.28300000000000003,0.9,3.7,0.25,3.1,10.6,0.294,3.1,5.0,0.625,1.9,3.1,5.0,4.1,1.9,0.0,2.2,3.4,12.2,84.0,107.0,Career,NBA,5.6,0.368,0.261,0.348,4.3,6.7,5.6,11.6,1.9,0.0,11.7,16.5,-0.2,0.2,-0.1,-0.024,-4.8,-1.6,-6.4,-0.2,0,0,0
1316,Kyle Korver,korveky01,1100,26.2,3.4,7.7,0.444,2.0,4.7,0.43200000000000005,1.4,3.1,0.46299999999999997,0.574,1.1,1.2,0.88,0.3,2.8,3.0,1.8,0.7,0.3,1.1,2.1,9.9,6.7,15.1,0.444,3.9,9.1,0.43200000000000005,2.8,6.0,0.46299999999999997,2.1,2.4,0.88,0.6,5.4,6.0,3.5,1.3,0.7,2.1,4.1,19.5,114.0,107.0,Career,NBA,12.9,0.602,0.603,0.161,1.3,12.0,6.7,10.5,1.3,1.0,11.5,16.1,40.9,27.7,68.6,0.114,1.3,-0.4,0.9,20.9,0,1,0
1317,Kosta Koufos,koufoko01,644,16.7,2.6,4.9,0.537,0.0,0.0,0.0,2.6,4.8,0.5379999999999999,0.537,0.6,1.1,0.5870000000000001,1.8,3.3,5.1,0.5,0.4,0.8,0.7,2.1,5.8,7.9,14.7,0.537,0.0,0.0,0.0,7.9,14.7,0.5379999999999999,1.9,3.2,0.5870000000000001,5.4,10.0,15.4,1.5,1.3,2.3,2.1,6.3,17.7,111.0,105.0,Career,NBA,15.6,0.5479999999999999,0.001,0.22,12.2,22.6,17.4,4.6,1.3,3.7,11.7,16.0,13.5,14.0,27.5,0.12300000000000001,-1.7,0.9,-0.8,3.3,0,0,0
1318,Arvid Kramer,kramear01,8,5.6,0.9,2.8,0.318,0.0,0.0,,0.9,2.8,0.318,0.318,0.3,0.3,1.0,0.8,0.8,1.5,0.4,0.0,0.6,0.6,1.0,2.0,7.2,22.6,0.318,0.0,0.0,,7.2,22.6,0.318,2.1,2.1,1.0,6.2,6.2,12.3,3.1,0.0,5.1,5.1,8.2,16.4,77.0,107.0,Career,NBA,6.6,0.35,0.0,0.091,13.6,14.2,13.9,9.3,0.0,6.0,17.9,24.3,-0.1,0.0,-0.1,-0.102,-7.6,-0.7,-8.3,-0.1,0,0,0
1319,Joel Kramer,kramejo01,328,12.8,1.5,3.1,0.479,0.0,0.0,0.0,1.5,3.1,0.48100000000000004,0.479,0.9,1.2,0.737,1.0,1.8,2.8,1.0,0.4,0.2,0.8,1.8,3.8,5.3,11.0,0.479,0.0,0.1,0.0,5.3,11.0,0.48100000000000004,3.2,4.3,0.737,3.7,6.3,10.0,3.7,1.5,0.7,2.9,6.4,13.7,106.0,102.0,Career,NBA,10.8,0.532,0.003,0.392,9.1,15.0,12.1,10.2,1.5,0.8,18.3,13.6,3.3,5.8,9.1,0.105,-1.7,0.8,-0.9,1.2,0,0,0
1320,Viacheslav Kravtsov,kravtvi01,45,6.3,0.9,1.4,0.672,0.0,0.0,,0.9,1.4,0.672,0.672,0.3,1.0,0.33299999999999996,0.7,0.6,1.4,0.2,0.1,0.2,0.4,0.9,2.2,7.6,11.3,0.672,0.0,0.0,,7.6,11.3,0.672,2.8,8.3,0.33299999999999996,6.1,5.4,11.4,1.8,0.9,1.8,3.7,7.2,17.9,106.0,109.0,Career,NBA,13.6,0.6,0.0,0.738,13.2,11.9,12.5,5.8,0.9,2.8,19.8,16.1,0.3,0.2,0.4,0.073,-1.4,-0.7,-2.2,0.0,0,0,0
1321,Wayne Kreklow,kreklwa01,25,4.0,0.4,1.9,0.23399999999999999,0.0,0.2,0.25,0.4,1.7,0.233,0.245,0.3,0.4,0.7,0.1,0.4,0.5,0.4,0.1,0.0,0.4,0.8,1.2,5.2,22.4,0.23399999999999999,0.5,1.9,0.25,4.8,20.5,0.233,3.3,4.8,0.7,1.0,4.8,5.7,4.3,1.0,0.5,4.8,9.5,14.3,65.0,106.0,Career,NBA,-1.9,0.292,0.085,0.213,2.4,10.9,6.8,11.3,1.0,0.6,16.3,25.0,-0.5,0.1,-0.3,-0.16699999999999998,-10.4,-2.7,-13.0,-0.3,0,0,0
1322,Nenad Krstic,krstine01,419,25.2,4.1,8.3,0.494,0.0,0.0,0.14300000000000002,4.1,8.3,0.495,0.494,1.8,2.5,0.73,1.8,3.6,5.4,0.8,0.4,0.7,1.2,3.0,10.0,8.6,17.4,0.494,0.0,0.1,0.14300000000000002,8.6,17.4,0.495,3.8,5.2,0.73,3.9,7.4,11.3,1.7,0.8,1.4,2.5,6.2,21.0,106.0,106.0,Career,NBA,13.6,0.5329999999999999,0.004,0.298,8.6,16.5,12.6,5.9,0.8,2.1,11.2,19.5,8.9,12.6,21.5,0.098,-2.4,-0.2,-2.6,-1.5,0,0,0
1323,Larry Krystkowiak,krystla01,420,21.7,3.1,6.7,0.457,0.0,0.1,0.139,3.1,6.7,0.461,0.45799999999999996,2.0,2.5,0.795,1.5,3.4,4.9,1.2,0.6,0.1,1.2,2.5,8.2,7.0,15.3,0.457,0.0,0.2,0.139,7.0,15.1,0.461,4.5,5.7,0.795,3.5,7.6,11.1,2.8,1.4,0.3,2.8,5.7,18.6,106.0,108.0,Career,NBA,12.0,0.52,0.013000000000000001,0.37,7.9,17.9,12.8,8.0,1.4,0.4,13.7,17.5,6.6,9.0,15.6,0.08199999999999999,-1.9,-0.2,-2.1,-0.2,0,0,0
1324,Bruce Kuczenski,kuczebr01,15,7.9,0.7,2.5,0.27,0.0,0.0,,0.7,2.5,0.27,0.27,0.5,0.8,0.667,0.5,1.1,1.5,0.5,0.1,0.1,1.0,1.2,1.9,4.0,14.7,0.27,0.0,0.0,,4.0,14.7,0.27,3.2,4.8,0.667,2.8,6.4,9.1,3.2,0.4,0.4,6.0,7.2,11.1,65.0,109.0,Career,NBA,-0.5,0.331,0.0,0.324,6.6,15.1,10.9,8.6,0.4,0.5,26.2,19.7,-0.5,0.1,-0.4,-0.152,-10.2,-1.3,-11.6,-0.3,0,0,0
1325,John Kuester,kuestjo01,135,11.3,1.3,3.0,0.42700000000000005,0.0,0.0,0.0,1.3,3.0,0.428,0.42700000000000005,0.8,0.9,0.833,0.2,0.8,1.0,2.3,0.6,0.0,0.9,1.3,3.3,5.1,11.8,0.42700000000000005,0.0,0.5,0.0,5.1,11.8,0.428,3.1,3.7,0.833,0.8,3.3,4.1,8.9,2.4,0.1,3.6,5.3,13.2,99.0,104.0,Career,NBA,11.4,0.49,0.002,0.311,1.8,7.7,4.7,25.2,2.4,0.1,20.9,14.6,0.9,1.2,2.0,0.064,-2.0,-1.5,-3.5,-0.6,0,0,0
1326,Toni Kukoc,kukocto01,846,26.3,4.3,9.6,0.447,0.9,2.6,0.335,3.4,7.0,0.488,0.49200000000000005,2.1,2.9,0.7290000000000001,1.2,3.0,4.2,3.7,1.0,0.3,1.8,1.7,11.6,8.6,19.3,0.447,1.7,5.2,0.335,6.9,14.1,0.488,4.3,5.9,0.7290000000000001,2.4,6.0,8.5,7.4,1.9,0.7,3.7,3.5,23.4,108.0,104.0,Career,NBA,17.3,0.532,0.26899999999999996,0.306,5.3,13.3,9.3,23.6,1.9,1.0,14.3,21.9,33.9,25.7,59.6,0.129,2.1,0.3,2.4,24.7,0,0,0
1327,Kevin Kunnert,kunneke01,555,21.8,3.6,7.7,0.47600000000000003,0.0,0.0,,3.6,7.7,0.47600000000000003,0.47600000000000003,1.0,1.5,0.682,2.5,4.8,7.3,1.4,0.5,1.1,1.5,3.5,8.3,7.8,16.3,0.47600000000000003,0.0,0.0,,7.8,16.3,0.47600000000000003,2.1,3.1,0.682,5.3,10.1,15.5,3.0,1.0,2.4,1.5,7.4,17.7,98.0,101.0,Career,NBA,14.6,0.499,0.0,0.192,12.5,23.4,18.0,8.8,1.0,2.7,17.3,17.0,9.9,12.1,22.0,0.087,-0.7,0.5,-0.2,5.5,0,0,0
1328,Mitch Kupchak,kupchmi01,510,19.4,3.9,7.5,0.523,0.0,0.0,0.0,3.9,7.5,0.523,0.523,2.3,3.3,0.7040000000000001,1.9,3.5,5.4,0.7,0.3,0.3,1.6,2.2,10.2,9.3,17.7,0.523,0.0,0.0,0.0,9.3,17.7,0.523,5.5,7.9,0.7040000000000001,4.5,8.2,12.6,1.7,0.8,0.8,3.2,5.2,24.1,107.0,103.0,Career,NBA,16.2,0.568,0.001,0.44299999999999995,10.4,18.3,14.4,5.3,0.8,0.9,15.0,21.2,15.8,11.2,27.1,0.131,0.1,-1.3,-1.2,2.0,0,0,0
1329,Rob Kurz,kurzro01,40,11.1,1.3,3.3,0.389,0.4,1.0,0.395,0.9,2.3,0.387,0.447,1.0,1.3,0.8,0.8,1.2,2.0,0.5,0.4,0.5,0.4,2.0,3.9,5.6,14.5,0.389,1.7,4.2,0.395,4.0,10.3,0.387,4.4,5.5,0.8,3.7,5.3,9.0,2.2,1.5,2.1,1.8,8.6,17.4,111.0,113.0,Career,NBA,11.8,0.513,0.29,0.382,8.1,11.8,10.0,6.5,1.5,3.0,9.5,16.3,0.5,0.2,0.7,0.07400000000000001,-1.1,-1.2,-2.3,0.0,0,0,0
1330,Ibo Kutluay,kutluib01,5,2.4,0.0,0.2,0.0,0.0,0.0,,0.0,0.2,0.0,0.0,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.0,0.4,0.2,0.0,0.0,4.6,0.0,0.0,0.0,,0.0,4.6,0.0,0.0,0.0,,0.0,4.6,4.6,0.0,0.0,0.0,9.1,4.6,0.0,0.0,115.0,Career,NBA,-12.9,0.0,0.0,0.0,0.0,10.2,5.1,0.0,0.0,0.0,66.7,11.6,-0.1,0.0,-0.1,-0.348,-15.8,-1.3,-17.1,0.0,0,0,0
1331,Ognjen Kuzmic,kuzmiog01,37,4.4,0.4,0.7,0.52,0.0,0.0,,0.4,0.7,0.52,0.52,0.2,0.4,0.6,0.5,0.6,1.0,0.2,0.1,0.1,0.4,0.8,0.9,3.9,7.5,0.52,0.0,0.0,,3.9,7.5,0.52,2.7,4.5,0.6,5.1,6.3,11.5,2.4,1.5,1.5,4.5,9.0,10.5,95.0,102.0,Career,NBA,7.6,0.5539999999999999,0.0,0.6,11.5,13.6,12.6,6.5,1.5,2.3,32.2,12.4,0.0,0.2,0.2,0.061,-4.3,1.8,-2.5,0.0,0,0,0
1332,Christian Laettner,laettch01,868,29.7,4.6,9.7,0.48,0.1,0.4,0.261,4.5,9.3,0.49,0.486,3.4,4.2,0.82,1.9,4.8,6.7,2.6,1.1,0.8,2.2,3.2,12.8,8.3,17.2,0.48,0.2,0.7,0.261,8.1,16.5,0.49,6.0,7.4,0.82,3.3,8.6,11.9,4.5,1.9,1.4,3.9,5.7,22.7,108.0,105.0,Career,NBA,16.9,0.557,0.042,0.429,7.5,19.1,13.3,14.9,1.9,1.9,16.2,21.0,34.6,30.3,64.9,0.121,0.2,1.3,1.6,23.2,0,1,0
1333,Oliver Lafayette,lafayol01,1,22.0,3.0,6.0,0.5,1.0,2.0,0.5,2.0,4.0,0.5,0.583,0.0,0.0,,1.0,3.0,4.0,2.0,0.0,0.0,1.0,0.0,7.0,7.1,14.3,0.5,2.4,4.8,0.5,4.8,9.5,0.5,0.0,0.0,,2.4,7.1,9.5,4.8,0.0,0.0,2.4,0.0,16.7,112.0,109.0,Career,NBA,12.8,0.583,0.33299999999999996,0.0,5.7,16.3,11.1,14.4,0.0,0.0,14.3,14.9,0.0,0.0,0.0,0.098,-1.2,-1.6,-2.8,0.0,0,0,0
1334,Raef LaFrentz,lafrera01,563,25.8,4.0,8.5,0.466,0.8,2.3,0.363,3.1,6.2,0.505,0.516,1.3,1.9,0.711,1.8,4.3,6.1,1.1,0.5,1.6,0.9,3.3,10.1,7.9,17.1,0.466,1.7,4.7,0.363,6.2,12.4,0.505,2.7,3.8,0.711,3.5,8.7,12.2,2.2,1.0,3.3,1.8,6.6,20.3,111.0,104.0,Career,NBA,16.1,0.542,0.275,0.223,7.7,19.0,13.3,6.9,1.0,4.6,8.9,17.8,23.5,15.9,39.4,0.13,0.4,1.1,1.5,12.8,0,0,0
1335,Tom LaGarde,lagarto01,312,19.9,2.8,6.0,0.462,0.0,0.0,0.0,2.8,6.0,0.46299999999999997,0.462,2.0,3.2,0.64,1.6,3.5,5.1,1.5,0.3,0.4,1.7,2.8,7.6,6.7,14.4,0.462,0.0,0.0,0.0,6.7,14.4,0.46299999999999997,4.9,7.6,0.64,3.9,8.4,12.2,3.5,0.7,1.0,4.1,6.6,18.2,98.0,106.0,Career,NBA,11.5,0.512,0.001,0.528,8.7,19.7,14.1,10.5,0.7,1.2,18.7,18.7,1.1,5.4,6.5,0.05,-2.2,-0.2,-2.4,-0.6,0,0,0
1336,Bill Laimbeer,laimbbi01,1068,31.8,5.2,10.5,0.498,0.2,0.6,0.326,5.0,9.9,0.508,0.507,2.3,2.7,0.8370000000000001,2.6,7.1,9.7,2.0,0.7,0.9,1.5,3.4,12.9,7.9,15.9,0.498,0.3,0.9,0.326,7.6,15.1,0.508,3.5,4.2,0.8370000000000001,4.0,10.8,14.8,3.1,1.0,1.4,2.3,5.2,19.6,115.0,104.0,Career,NBA,16.1,0.552,0.055,0.26,8.9,24.6,16.7,8.9,1.0,1.7,11.3,16.9,56.2,49.3,105.6,0.149,0.4,1.7,2.0,34.4,0,4,0
1337,Bo Lamar,lamarbo01,273,29.4,6.8,16.6,0.41100000000000003,0.6,2.2,0.267,6.4,15.0,0.426,0.424,2.4,3.1,0.768,1.0,1.7,2.7,3.9,1.3,0.1,2.6,1.6,16.4,10.4,25.3,0.41100000000000003,0.8,2.9,0.267,9.7,22.8,0.426,3.6,4.7,0.768,1.5,2.6,4.1,5.9,2.0,0.2,2.9,2.4,25.0,98.0,108.0,Career,TOT,14.6,0.457,0.098,0.185,3.1,5.6,4.3,18.7,2.0,0.2,10.7,26.4,1.9,3.6,5.4,0.033,0.2,-2.0,-1.9,0.3,0,0,0
1338,Doron Lamb,lambdo01,100,12.7,1.2,3.2,0.381,0.5,1.3,0.39399999999999996,0.7,2.0,0.37200000000000005,0.45799999999999996,0.5,0.7,0.7,0.2,0.8,1.0,0.8,0.2,0.0,0.5,1.1,3.5,5.0,13.0,0.381,2.0,5.1,0.39399999999999996,2.9,7.9,0.37200000000000005,2.0,2.8,0.7,0.6,3.2,3.8,3.0,1.0,0.0,2.1,4.3,13.9,95.0,112.0,Career,NBA,6.3,0.488,0.39299999999999996,0.217,1.4,7.0,4.2,8.8,1.0,0.1,13.0,14.4,-0.3,0.4,0.1,0.005,-3.6,-2.3,-5.9,-1.2,0,0,0
1339,Jeremy Lamb,lambje01,352,18.7,3.4,7.8,0.444,0.9,2.7,0.335,2.5,5.0,0.503,0.503,1.3,1.6,0.836,0.5,2.8,3.3,1.4,0.6,0.3,0.8,1.6,9.1,9.2,20.7,0.444,2.4,7.3,0.335,6.7,13.4,0.503,3.5,4.2,0.836,1.2,7.5,8.7,3.7,1.6,0.9,2.1,4.1,24.3,108.0,107.0,Career,NBA,15.7,0.539,0.35200000000000004,0.204,2.7,16.4,9.6,12.4,1.6,1.5,8.4,21.9,7.7,7.5,15.3,0.11199999999999999,-0.1,-0.7,-0.7,2.1,0,0,0
1340,John Lambert,lambejo01,446,12.5,1.6,3.8,0.428,0.0,0.1,0.083,1.6,3.8,0.43,0.428,0.5,0.8,0.693,1.3,2.1,3.3,0.6,0.3,0.4,0.8,1.9,3.8,6.1,14.2,0.428,0.0,0.2,0.083,6.1,14.1,0.43,2.0,2.9,0.693,4.7,7.8,12.5,2.1,1.3,1.4,2.2,7.2,14.1,96.0,103.0,Career,NBA,10.4,0.45799999999999996,0.006999999999999999,0.20199999999999999,10.3,18.3,14.2,5.8,1.3,1.7,14.3,15.3,0.7,6.3,6.9,0.06,-2.8,0.2,-2.6,-0.8,0,0,0
1341,Jeff Lamp,lampje01,291,11.9,2.1,4.4,0.47,0.0,0.2,0.222,2.0,4.3,0.48100000000000004,0.474,0.9,1.1,0.841,0.5,1.1,1.5,0.9,0.4,0.0,0.8,1.4,5.1,8.3,17.6,0.47,0.2,0.7,0.222,8.1,16.9,0.48100000000000004,3.7,4.4,0.841,1.8,4.2,5.9,3.7,1.4,0.2,3.0,5.4,20.3,104.0,109.0,Career,NBA,11.5,0.522,0.042,0.248,4.3,9.9,7.1,10.7,1.4,0.2,13.3,19.3,2.4,2.9,5.2,0.07200000000000001,-1.7,-1.6,-3.3,-1.2,0,0,0
1342,Maciej Lampe,lampema01,64,9.9,1.5,3.6,0.40700000000000003,0.0,0.1,0.25,1.4,3.5,0.413,0.41100000000000003,0.4,0.6,0.6759999999999999,0.6,1.6,2.2,0.3,0.1,0.2,0.5,1.3,3.4,7.8,19.3,0.40700000000000003,0.2,0.7,0.25,7.7,18.6,0.413,2.1,3.1,0.6759999999999999,3.1,8.8,11.9,1.8,0.7,0.8,2.9,6.8,17.9,88.0,107.0,Career,NBA,8.5,0.435,0.035,0.16,6.7,19.2,12.9,6.1,0.7,1.2,12.4,20.3,-0.7,0.5,-0.2,-0.013999999999999999,-6.2,-2.4,-8.7,-1.1,0,0,0
1343,Jim Lampley,lamplji01,1,16.0,1.0,3.0,0.33299999999999996,0.0,0.0,,1.0,3.0,0.33299999999999996,0.33299999999999996,1.0,2.0,0.5,1.0,4.0,5.0,0.0,1.0,0.0,1.0,0.0,3.0,3.1,9.2,0.33299999999999996,0.0,0.0,,3.1,9.2,0.33299999999999996,3.1,6.2,0.5,3.1,12.3,15.4,0.0,3.1,0.0,3.1,0.0,9.2,76.0,103.0,Career,NBA,8.3,0.387,0.0,0.667,7.4,28.1,18.0,0.0,3.1,0.0,20.5,12.8,0.0,0.0,0.0,-0.003,-9.1,-3.0,-12.1,0.0,0,0,0
1344,Sean Lampley,lamplse01,45,12.2,1.5,3.3,0.46299999999999997,0.0,0.1,0.0,1.5,3.2,0.47600000000000003,0.46299999999999997,1.4,2.1,0.691,0.6,1.5,2.1,0.7,0.2,0.1,0.6,1.0,4.5,6.8,14.8,0.46299999999999997,0.0,0.4,0.0,6.8,14.4,0.47600000000000003,6.4,9.3,0.691,2.8,6.5,9.3,3.3,0.7,0.4,2.8,4.5,20.1,106.0,105.0,Career,NBA,13.5,0.5329999999999999,0.027000000000000003,0.631,5.7,14.2,9.8,10.7,0.7,0.6,12.8,18.6,0.7,0.4,1.1,0.096,-2.2,-1.0,-3.2,-0.2,0,0,0
1345,Carl Landry,landrca01,513,22.5,4.1,7.6,0.535,0.0,0.1,0.3,4.0,7.5,0.537,0.536,2.7,3.4,0.785,1.9,3.0,4.9,0.7,0.4,0.4,1.2,2.4,10.8,9.3,17.4,0.535,0.0,0.1,0.3,9.3,17.3,0.537,6.1,7.7,0.785,4.4,6.9,11.3,1.6,1.0,0.9,2.7,5.4,24.8,116.0,108.0,Career,NBA,17.5,0.595,0.008,0.444,9.9,15.1,12.5,5.3,1.0,1.3,11.5,20.5,25.7,10.2,35.9,0.149,0.0,-1.1,-1.1,2.6,0,0,0
1346,Marcus Landry,landrma01,18,6.2,0.9,2.4,0.37200000000000005,0.5,1.6,0.321,0.4,0.8,0.467,0.47700000000000004,0.2,0.3,0.6,0.3,0.8,1.1,0.0,0.1,0.1,0.3,0.8,2.4,7.4,19.8,0.37200000000000005,4.1,12.9,0.321,3.2,6.9,0.467,1.4,2.3,0.6,2.3,6.4,8.7,0.0,0.5,0.9,2.8,6.4,20.3,90.0,113.0,Career,NBA,7.2,0.48700000000000004,0.6509999999999999,0.11599999999999999,5.0,14.6,9.7,0.0,0.5,1.3,11.7,20.9,-0.1,0.0,-0.1,-0.034,-5.0,-6.8,-11.8,-0.3,0,0,0
1347,Mark Landsberger,landsma01,437,16.7,2.3,4.9,0.48100000000000004,0.0,0.0,0.0,2.3,4.9,0.48200000000000004,0.48100000000000004,1.0,1.8,0.522,2.4,3.8,6.1,0.5,0.3,0.2,1.1,1.6,5.6,6.6,13.7,0.48100000000000004,0.0,0.0,0.0,6.6,13.6,0.48200000000000004,2.7,5.2,0.522,6.7,10.5,17.2,1.5,0.8,0.4,3.0,4.4,15.8,102.0,104.0,Career,NBA,12.8,0.49700000000000005,0.001,0.37799999999999995,16.1,24.1,20.2,4.3,0.8,0.5,16.0,16.3,4.2,8.0,12.2,0.08,-2.0,-1.6,-3.7,-3.1,0,0,0
1348,Jerome Lane,laneje01,218,14.7,2.3,5.2,0.441,0.0,0.1,0.063,2.3,5.1,0.447,0.442,0.7,1.9,0.379,2.6,3.2,5.8,1.5,0.6,0.2,1.2,2.5,5.3,6.8,15.5,0.441,0.0,0.2,0.063,6.8,15.3,0.447,2.2,5.8,0.379,7.8,9.5,17.3,4.4,1.9,0.5,3.6,7.5,15.9,97.0,108.0,Career,NBA,12.6,0.44,0.013999999999999999,0.373,16.5,23.2,19.6,12.6,1.9,0.7,16.6,18.4,-1.1,3.4,2.3,0.034,-1.9,0.7,-1.2,0.7,0,0,0
