,Name,link,Year,Age,Team,League,Position,Games Played,Games Started,MinPerGame,FGPerGame,FGAPerGame,FG%PerGame,3pPerGame,3PAPerGame,3p%PerGame,2pPerGame,2pAPerGame,2p%PerGame,eFG%PerGame,FTPerGame,FTAPerGame,FT%PerGame,ORGPerGame,DRBPerGame,TotalRebPerGame,AstPerGame,StealPerGame,BlkPerGame,TOVPerGame,FoulsPerGame,PtsPerGame
803,Dave Corzine,corzida01,1978-79,22,WSB,NBA,C,59,,9.0,1.1,2.0,.534,,,,1.1,2.0,.534,.534,0.8,1.1,.778,0.9,1.6,2.5,0.8,0.2,0.2,0.9,1.1,3.0
805,Matt Costello,costema01,2017-18,24,SAS,NBA,C,4,0,8.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,0.3,2.0,2.3,0.5,0.5,0.5,0.3,1.8,1.0
806,Bryce Cotton,cottobr01,2014-15,22,UTA,NBA,PG,15,0,10.6,1.9,4.6,.420,0.5,1.3,.350,1.5,3.3,.449,.471,1.0,1.2,.833,0.2,1.0,1.2,1.0,0.3,0.0,0.8,0.4,5.3
808,James Cotton,cottoja02,1997-98,22,SEA,NBA,SG,9,0,3.7,0.9,2.3,.381,0.0,0.4,.000,0.9,1.9,.471,.381,0.9,1.0,.889,0.2,0.4,0.7,0.0,0.1,0.1,0.7,0.3,2.7
809,John Coughran,coughjo01,1979-80,28,GSW,NBA,SF,24,,6.7,1.2,3.4,.358,0.1,0.4,.222,1.1,3.0,.375,.370,0.3,0.6,.571,0.1,0.7,0.8,0.5,0.3,0.0,0.5,1.0,2.8
812,Joe Courtney,courtjo01,1992-93,23,TOT,NBA,PF,12,0,8.7,1.1,2.7,.406,0.0,0.0,,1.1,2.7,.406,.406,0.6,0.8,.778,0.3,1.3,1.6,0.3,0.4,0.4,0.5,1.4,2.8
813,Marcus Cousin,cousima01,2010-11,24,UTA,NBA,C,4,0,4.5,0.5,0.8,.667,0.0,0.0,,0.5,0.8,.667,.667,0.0,0.0,,0.0,0.8,0.8,0.0,0.0,0.3,0.3,0.3,1.0
814,DeMarcus Cousins,couside01,2010-11,20,SAC,NBA,C,81,62,28.5,5.3,12.4,.430,0.0,0.2,.167,5.3,12.2,.435,.432,3.4,5.0,.687,2.7,6.0,8.6,2.5,1.0,0.8,3.3,4.1,14.1
816,Robert Covington,covinro01,2013-14,23,HOU,NBA,SF,7,0,4.9,0.9,2.0,.429,0.6,1.6,.364,0.3,0.4,.667,.571,0.0,0.0,,0.3,0.4,0.7,0.0,0.3,0.0,0.1,0.4,2.3
817,Dave Cowens,cowenda01,1970-71,22,BOS,NBA,C,81,,38.0,6.8,16.1,.422,,,,6.8,16.1,.422,.422,3.4,4.6,.732,,,15.0,2.8,,,,4.3,17.0
818,Chubby Cox,coxch01,1982-83,27,WSB,NBA,SG,7,0,11.1,1.9,5.3,.351,0.0,0.3,.000,1.9,5.0,.371,.351,0.4,0.9,.500,1.0,0.4,1.4,0.9,0.0,0.1,1.3,2.3,4.1
821,Allen Crabbe,crabbal01,2013-14,21,POR,NBA,SG,15,0,6.7,0.8,2.2,.364,0.4,0.9,.429,0.4,1.3,.316,.455,0.2,0.3,.750,0.1,0.5,0.6,0.4,0.1,0.1,0.2,0.7,2.2
822,Torrey Craig,craigto01,2017-18,27,DEN,NBA,SF,34,5,16.7,1.8,3.8,.473,0.5,1.5,.327,1.3,2.3,.571,.539,0.6,1.0,.629,1.1,2.4,3.4,0.6,0.3,0.3,0.5,1.6,4.7
823,Chris Crawford,crawfch01,1997-98,22,ATL,NBA,PF,40,0,6.4,1.2,2.8,.418,0.0,0.1,.333,1.1,2.7,.421,.423,1.4,1.7,.838,0.5,0.5,1.0,0.2,0.3,0.2,0.5,0.7,3.8
825,Jamal Crawford,crawfja01,2000-01,20,CHI,NBA,PG,61,8,17.2,1.8,5.0,.352,0.7,1.9,.350,1.1,3.1,.353,.419,0.4,0.6,.794,0.1,1.3,1.5,2.3,0.7,0.2,1.4,1.1,4.6
826,Joe Crawford,crawfjo01,2008-09,22,NYK,NBA,SF,2,0,11.5,1.5,5.0,.300,0.5,2.0,.250,1.0,3.0,.333,.350,1.0,1.0,1.000,0.5,1.5,2.0,0.5,0.5,0.0,0.0,1.0,4.5
827,Jordan Crawford,crawfjo02,2010-11,22,TOT,NBA,SG,42,18,24.5,4.6,11.9,.384,0.8,3.0,.258,3.8,8.9,.427,.417,1.7,2.0,.869,0.7,1.8,2.5,2.8,0.9,0.1,2.0,1.5,11.7
829,Ron Crevier,creviro01,1985-86,27,TOT,NBA,C,3,0,1.3,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.7,.000,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.7,0.0
831,Joe Crispin,crispjo01,2001-02,22,TOT,NBA,PG,21,0,7.4,1.2,3.2,.382,0.7,1.9,.385,0.5,1.4,.379,.493,0.6,0.6,.923,0.1,0.4,0.5,1.2,0.2,0.0,0.5,0.5,3.8
832,Charlie Criss,crissch01,1977-78,29,ATL,NBA,PG,77,,25.1,4.1,9.8,.425,,,,4.1,9.8,.425,.425,3.1,3.8,.797,0.3,1.3,1.6,3.8,1.4,0.1,1.9,1.9,11.4
834,Winston Crite,critewi01,1987-88,22,PHO,NBA,SF,29,0,8.9,1.2,2.3,.500,0.0,0.0,,1.2,2.3,.500,.500,0.7,0.9,.760,0.9,1.3,2.2,0.5,0.2,0.3,0.9,1.4,3.0
835,Javaris Crittenton,crittja01,2007-08,20,TOT,NBA,SG,50,0,13.6,2.0,4.7,.421,0.2,0.7,.270,1.8,3.9,.449,.442,1.4,2.1,.692,0.5,1.7,2.2,1.0,0.4,0.0,1.1,0.9,5.6
838,Geoff Crompton,crompge01,1978-79,23,DEN,NBA,C,20,,4.4,0.5,1.3,.385,,,,0.5,1.3,.385,.385,0.3,0.6,.500,0.3,0.9,1.2,0.3,0.0,0.2,0.6,1.0,1.3
839,Terry Crosby,crosbte01,1979-80,23,KCK,NBA,PG,4,,7.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.5,0.5,1.000,0.0,0.3,0.3,1.8,0.0,0.0,1.3,1.0,1.5
840,Austin Croshere,croshau01,1997-98,22,IND,NBA,PF,26,0,9.3,1.2,3.3,.372,0.2,0.5,.308,1.1,2.8,.384,.395,0.3,0.5,.571,0.4,1.3,1.7,0.3,0.3,0.2,0.5,1.2,2.9
841,Jeff Cross,crossje01,1985-86,24,LAC,NBA,PF,21,0,6.1,0.3,1.1,.250,0.0,0.0,,0.3,1.1,.250,.250,0.7,1.2,.560,0.4,1.0,1.4,0.0,0.1,0.1,0.3,1.8,1.2
843,Russell Cross,crossru01,1983-84,22,GSW,NBA,C,45,0,7.9,1.4,2.5,.571,0.0,0.0,,1.4,2.5,.571,.571,0.8,2.0,.418,0.8,1.0,1.8,0.5,0.3,0.2,0.4,1.3,3.7
845,John Crotty,crottjo01,1992-93,23,UTA,NBA,PG,40,0,6.1,0.9,1.8,.514,0.1,0.4,.143,0.9,1.5,.603,.528,0.7,1.0,.684,0.1,0.3,0.4,1.4,0.3,0.0,0.8,0.7,2.6
848,Corey Crowder,crowdco01,1991-92,22,UTA,NBA,SF,51,0,6.4,0.8,2.2,.384,0.3,0.6,.433,0.6,1.6,.366,.442,0.3,0.4,.833,0.3,0.5,0.8,0.3,0.1,0.0,0.3,0.7,2.2
849,Jae Crowder,crowdja01,2012-13,22,DAL,NBA,SF,78,16,17.3,1.8,4.7,.384,0.8,2.5,.328,1.0,2.2,.446,.470,0.6,0.9,.644,0.4,1.9,2.4,1.2,0.8,0.2,0.6,1.6,5.0
851,Pat Cummings,cummipa01,1979-80,23,MIL,NBA,C,71,,12.7,2.6,5.2,.505,0.0,0.0,,2.6,5.2,.505,.505,1.3,1.7,.764,1.1,2.2,3.4,0.7,0.3,0.2,1.0,2.0,6.6
852,Terry Cummings,cummite01,1982-83,21,SDC,NBA,PF,70,69,36.2,9.8,18.7,.523,0.0,0.0,.000,9.8,18.7,.523,.523,4.2,5.9,.709,4.3,6.3,10.6,2.5,1.8,0.9,2.9,4.2,23.7
853,Vonteego Cummings,cummivo01,1999-00,23,GSW,NBA,PG,75,11,23.9,3.5,8.7,.405,0.7,2.0,.325,2.9,6.7,.429,.442,1.7,2.3,.751,0.8,1.7,2.5,3.3,1.2,0.2,1.8,2.3,9.4
854,Billy Cunningham,cunnibi01,1965-66,22,PHI,NBA,SF,80,,26.7,5.4,12.6,.426,,,,5.4,12.6,.426,.426,3.5,5.5,.634,,,7.5,2.6,,,,3.8,14.3
855,Dante Cunningham,cunnida01,2009-10,22,POR,NBA,PF,63,2,11.2,1.7,3.4,.495,0.0,0.0,.000,1.7,3.4,.500,.495,0.5,0.8,.646,0.9,1.7,2.5,0.2,0.4,0.3,0.2,1.5,3.9
857,Jared Cunningham,cunnija01,2012-13,21,DAL,NBA,SG,8,0,3.3,0.8,1.8,.429,0.3,0.4,.667,0.5,1.4,.364,.500,0.3,0.3,1.000,0.1,0.3,0.4,0.1,0.1,0.0,0.3,0.4,2.0
858,William Cunningham,cunniwi01,1997-98,23,TOT,NBA,C,7,2,5.6,0.6,1.3,.444,0.0,0.0,,0.6,1.3,.444,.444,0.0,0.0,,0.6,0.9,1.4,0.1,0.3,0.0,0.0,1.4,1.1
859,Radisav Curcic,curcira01,1992-93,27,DAL,NBA,C,20,0,8.3,0.8,2.1,.390,0.0,0.0,,0.8,2.1,.390,.390,1.3,1.8,.722,0.9,1.6,2.5,0.6,0.4,0.1,0.4,1.5,2.9
861,Earl Cureton,curetea01,1980-81,23,PHI,NBA,C,52,,10.2,1.8,3.9,.454,0.0,0.0,.000,1.8,3.9,.456,.454,0.6,1.2,.516,1.0,2.0,3.0,0.5,0.4,0.4,0.6,1.3,4.2
862,Bill Curley,curlebi01,1994-95,22,DET,NBA,PF,53,1,11.2,1.1,2.5,.433,0.0,0.0,,1.1,2.5,.433,.433,0.5,0.7,.750,1.0,1.3,2.3,0.5,0.4,0.4,0.5,2.4,2.7
864,Dell Curry,curryde01,1986-87,22,UTA,NBA,SG,67,0,9.5,2.1,4.9,.426,0.3,0.9,.283,1.8,4.0,.459,.452,0.4,0.6,.789,0.4,0.7,1.2,0.9,0.4,0.1,0.7,1.3,4.9
865,Eddy Curry,curryed01,2001-02,19,CHI,NBA,C,72,31,16.0,2.6,5.2,.501,0.0,0.0,,2.6,5.2,.501,.501,1.5,2.2,.656,1.5,2.2,3.8,0.3,0.2,0.7,1.0,2.4,6.7
866,JamesOn Curry,curryja01,2009-10,24,LAC,NBA,PG,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
867,Michael Curry,currymi01,1993-94,25,PHI,NBA,SG,10,0,4.3,0.3,1.4,.214,0.0,0.2,.000,0.3,1.2,.250,.214,0.3,0.4,.750,0.0,0.1,0.1,0.1,0.1,0.0,0.3,0.6,0.9
868,Seth Curry,curryse01,2013-14,23,TOT,NBA,PG,2,0,6.5,0.5,1.5,.333,0.5,0.5,1.000,0.0,1.0,.000,.500,0.0,0.0,,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,1.5
869,Stephen Curry,curryst01,2009-10,21,GSW,NBA,PG,80,77,36.2,6.6,14.3,.462,2.1,4.8,.437,4.5,9.5,.474,.535,2.2,2.5,.885,0.6,3.9,4.5,5.9,1.9,0.2,3.0,3.2,17.5
870,Rastko Cvetkovic,cvetkra01,1995-96,25,DEN,NBA,C,14,0,3.4,0.4,1.1,.313,0.0,0.1,.000,0.4,1.1,.333,.313,0.0,0.3,.000,0.3,0.5,0.8,0.2,0.1,0.1,0.2,0.8,0.7
871,Mike D'Antoni,dantomi01,1973-74,22,KCO,NBA,SG,52,,19.0,2.1,5.1,.402,,,,2.1,5.1,.402,.402,0.6,0.9,.702,0.5,1.3,1.8,2.4,1.4,0.3,,2.2,4.8
874,Quintin Dailey,dailequ01,1982-83,22,CHI,NBA,SG,76,32,27.4,6.2,13.3,.466,0.1,0.3,.200,6.1,12.9,.473,.469,2.7,3.7,.730,1.1,2.3,3.4,3.7,0.9,0.1,2.7,3.3,15.1
875,Samuel Dalembert,dalemsa01,2001-02,20,PHI,NBA,C,34,0,5.2,0.6,1.5,.440,0.0,0.0,,0.6,1.5,.440,.440,0.2,0.5,.389,0.7,1.3,2.0,0.1,0.2,0.4,0.4,0.9,1.5
877,Erick Dampier,dampier01,1996-97,21,IND,NBA,C,72,21,14.6,1.8,4.7,.390,0.0,0.0,1.000,1.8,4.7,.388,.391,1.5,2.3,.637,1.3,2.8,4.1,0.6,0.3,1.0,1.2,2.1,5.1
878,Louie Dampier,dampilo01,1967-68,23,KEN,ABA,PG,72,,41.1,8.6,20.5,.421,0.5,2.0,.268,8.1,18.5,.437,.434,2.9,3.5,.823,,,4.6,3.6,,,2.3,2.0,20.7
879,Bob Dandridge,dandrbo01,1969-70,22,MIL,NBA,SF,81,,30.4,5.4,11.0,.485,,,,5.4,11.0,.485,.485,2.5,3.3,.754,,,7.7,3.6,,,,3.4,13.2
880,Antonio Daniels,daniean01,1997-98,22,VAN,NBA,SG,74,50,26.4,3.1,7.4,.416,0.1,0.7,.212,2.9,6.7,.438,.426,1.5,2.3,.659,0.3,1.6,1.9,4.5,0.7,0.1,2.2,1.2,7.8
881,Erik Daniels,danieer01,2004-05,22,SAC,NBA,SF,21,0,3.4,0.3,0.9,.333,0.0,0.1,.500,0.2,0.8,.313,.361,0.0,0.0,,0.3,0.5,0.9,0.2,0.1,0.0,0.3,0.3,0.6
882,Lloyd Daniels,daniell01,1992-93,25,SAS,NBA,SG,77,10,20.4,3.7,8.4,.443,0.8,2.3,.333,2.9,6.1,.484,.488,0.9,1.3,.727,1.1,1.7,2.8,1.9,0.5,0.4,1.3,1.9,9.1
883,Marquis Daniels,daniema01,2003-04,23,DAL,NBA,SG,56,15,18.6,3.6,7.3,.494,0.2,0.6,.306,3.4,6.7,.512,.507,1.1,1.4,.769,1.2,1.4,2.6,2.1,0.9,0.2,0.8,0.9,8.5
884,Mel Daniels,danieme01,1967-68,23,MNM,ABA,C,78,,37.7,8.6,21.0,.408,0.0,0.1,.200,8.6,21.0,.409,.408,5.0,8.7,.575,6.4,9.1,15.6,1.4,,,3.0,3.4,22.2
885,Troy Daniels,danietr01,2013-14,22,HOU,NBA,SG,5,1,15.0,3.0,6.2,.484,2.4,5.0,.480,0.6,1.2,.500,.677,0.0,0.0,,0.0,0.8,0.8,1.0,0.0,0.0,0.6,1.2,8.4
886,Sasha Danilovic,danilsa01,1995-96,25,MIA,NBA,SG,19,18,28.5,4.4,9.7,.451,1.8,4.1,.436,2.6,5.6,.462,.543,2.9,3.8,.764,0.6,1.8,2.4,2.5,0.8,0.2,1.9,2.6,13.4
887,Adrian Dantley,dantlad01,1976-77,20,BUF,NBA,SF,77,,36.6,7.1,13.6,.520,,,,7.1,13.6,.520,.520,6.2,7.6,.818,3.3,4.4,7.6,1.9,1.2,0.2,,2.8,20.3
891,Yinka Dare,dareyi01,1994-95,22,NJN,NBA,C,1,0,3.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0
893,Rick Darnell,darneri01,1975-76,23,VIR,ABA,C,11,,10.9,1.0,2.7,.367,0.0,0.0,,1.0,2.7,.367,.367,0.4,0.6,.571,1.1,2.2,3.3,0.8,0.5,0.3,1.3,2.7,2.4
895,Gigi Datome,datomlu01,2013-14,26,DET,NBA,SF,34,0,7.0,1.0,2.9,.351,0.2,1.1,.179,0.8,1.7,.466,.387,0.2,0.3,.800,0.4,0.9,1.4,0.3,0.2,0.0,0.3,0.6,2.4
896,Brad Daugherty,daughbr01,1986-87,21,CLE,NBA,C,80,80,33.7,6.1,11.3,.538,0.0,0.0,,6.1,11.3,.538,.538,3.5,5.0,.696,1.9,6.2,8.1,3.8,0.6,0.8,3.1,3.1,15.7
898,Kornel David,davidko01,1998-99,27,CHI,NBA,SF,50,6,18.0,2.2,4.9,.449,0.0,0.0,.000,2.2,4.8,.450,.449,1.8,2.2,.811,1.4,2.1,3.5,0.8,0.5,0.3,1.0,1.8,6.2
899,Jermareo Davidson,davidje01,2007-08,23,CHA,NBA,SF,38,2,8.5,1.3,3.3,.408,0.0,0.0,,1.3,3.3,.408,.408,0.5,0.7,.643,0.6,1.1,1.6,0.3,0.2,0.4,0.4,1.2,3.2
901,Brandon Davies,daviebr01,2013-14,22,PHI,NBA,PF,51,0,11.3,1.1,2.5,.422,0.0,0.2,.200,1.0,2.3,.441,.430,0.7,1.0,.642,0.7,1.4,2.1,0.5,0.5,0.2,0.7,1.8,2.8
902,Anthony Davis,davisan02,2012-13,19,NOH,NBA,PF,64,60,28.8,5.5,10.6,.516,0.0,0.1,.000,5.5,10.5,.521,.516,2.6,3.5,.751,2.6,5.6,8.2,1.0,1.2,1.8,1.4,2.5,13.5
903,Antonio Davis,davisan01,1993-94,25,IND,NBA,PF,81,4,21.4,2.7,5.2,.508,0.0,0.0,.000,2.7,5.2,.509,.508,2.4,3.7,.642,2.3,3.9,6.2,0.7,0.6,1.0,1.3,2.3,7.7
905,Baron Davis,davisba01,1999-00,20,CHH,NBA,PG,82,0,18.6,2.2,5.3,.420,0.3,1.4,.225,1.9,3.9,.488,.449,1.2,1.9,.634,0.6,1.4,2.0,3.8,1.2,0.2,1.7,2.5,5.9
906,Ben Davis,davisbe01,1996-97,24,PHO,NBA,PF,20,0,4.9,0.5,1.3,.385,0.0,0.0,,0.5,1.3,.385,.385,0.5,1.0,.450,0.6,0.8,1.4,0.0,0.2,0.1,0.2,0.8,1.5
909,Brad Davis,davisbr01,1977-78,22,LAL,NBA,PG,33,,10.1,0.9,2.2,.417,,,,0.9,2.2,.417,.417,0.7,0.9,.759,0.1,0.9,1.1,2.5,0.5,0.1,1.1,1.2,2.5
910,Brian Davis,davisbr02,1993-94,23,MIN,NBA,SF,68,3,5.5,0.6,1.9,.317,0.0,0.0,.333,0.6,1.8,.317,.321,0.7,1.0,.735,0.3,0.5,0.8,0.3,0.2,0.1,0.3,0.5,1.9
911,Charles Davis,davisch02,1981-82,23,WSB,NBA,SF,54,10,10.6,1.6,3.4,.478,0.0,0.0,.000,1.6,3.4,.484,.478,0.6,0.7,.811,1.0,1.5,2.5,0.6,0.2,0.2,0.8,1.6,3.8
913,Dale Davis,davisda01,1991-92,22,IND,NBA,PF,64,23,20.3,2.4,4.4,.552,0.0,0.0,.000,2.4,4.3,.554,.552,1.4,2.4,.572,2.5,3.9,6.4,0.5,0.4,1.2,0.8,3.0,6.2
914,Deyonta Davis,davisde01,2016-17,20,MEM,NBA,C,36,0,6.6,0.7,1.3,.511,0.0,0.0,,0.7,1.3,.511,.511,0.3,0.5,.556,0.6,1.1,1.7,0.1,0.1,0.5,0.2,1.1,1.6
916,Ed Davis,davised01,2010-11,21,TOR,NBA,PF,65,17,24.6,3.3,5.7,.576,0.0,0.0,,3.3,5.7,.576,.576,1.1,2.0,.555,2.6,4.5,7.1,0.6,0.6,1.0,0.7,2.8,7.7
917,Emanual Davis,davisem01,1996-97,28,HOU,NBA,PG,13,0,17.7,1.8,4.2,.444,0.9,2.1,.444,0.9,2.1,.444,.556,0.4,0.6,.625,0.2,1.5,1.7,2.0,0.7,0.2,1.3,1.5,5.0
918,Glen Davis,davisgl01,2007-08,22,BOS,NBA,C,69,1,13.6,1.6,3.2,.484,0.0,0.0,,1.6,3.2,.484,.484,1.4,2.2,.660,1.4,1.6,3.0,0.4,0.4,0.3,0.9,2.3,4.5
919,Harry Davis,davisha01,1978-79,23,CLE,NBA,SF,40,,9.9,1.7,3.8,.431,,,,1.7,3.8,.431,.431,0.8,1.1,.698,0.7,1.0,1.7,0.4,0.3,0.2,0.6,1.7,4.1
920,Hubert Davis,davishu01,1992-93,22,NYK,NBA,SG,50,2,16.3,2.2,5.0,.438,0.1,0.4,.316,2.1,4.6,.448,.450,0.9,1.1,.796,0.3,0.9,1.1,1.7,0.4,0.1,0.9,1.4,5.4
922,Johnny Davis,davisjo01,1976-77,21,POR,NBA,SG,79,,18.4,3.0,6.7,.441,,,,3.0,6.7,.441,.441,2.1,2.6,.794,0.8,0.8,1.6,1.9,0.5,0.1,,1.6,8.0
923,Josh Davis,davisjo02,2003-04,23,ATL,NBA,PF,4,1,5.8,0.5,1.3,.400,0.0,0.5,.000,0.5,0.8,.667,.400,0.3,0.3,1.000,0.3,1.0,1.3,0.0,0.0,0.0,0.5,0.8,1.3
924,Lee Davis,davisle01,1968-69,23,NOB,ABA,PF,65,,8.8,1.4,3.5,.388,0.0,0.1,.250,1.3,3.4,.390,.390,0.7,1.4,.500,1.1,2.0,3.1,0.3,,,0.5,1.3,3.4
925,Mark Davis,davisma01,1988-89,25,TOT,NBA,SF,33,0,7.8,1.5,3.1,.480,0.0,0.3,.100,1.5,2.8,.522,.485,0.8,1.0,.824,0.5,0.6,1.1,0.4,0.4,0.2,0.4,1.2,3.8
926,Mark Davis,davisma02,1995-96,22,MIN,NBA,SF,57,0,10.0,1.0,2.6,.369,0.1,0.2,.308,0.9,2.4,.375,.383,1.3,2.0,.638,1.0,1.2,2.2,0.8,0.7,0.4,1.2,1.6,3.3
928,Mickey Davis,davismi02,1971-72,21,PTC,ABA,SF,23,,5.5,1.1,2.7,.397,0.0,0.1,.000,1.1,2.7,.410,.397,0.6,0.9,.700,0.9,0.9,1.8,0.4,,,0.7,1.0,2.8
929,Mike Davis,davismi01,1969-70,23,BAL,NBA,SG,56,,23.8,4.6,10.5,.444,,,,4.6,10.5,.444,.444,2.7,3.4,.776,,,2.3,2.0,,,,3.1,11.9
930,Mike Davis,davismi03,1982-83,26,NYK,NBA,PF,8,0,3.5,0.5,1.3,.400,0.0,0.0,,0.5,1.3,.400,.400,0.8,1.3,.600,0.4,0.9,1.3,0.0,0.0,0.5,0.0,0.5,1.8
931,Monti Davis,davismo01,1980-81,22,TOT,NBA,PF,2,,5.0,0.5,2.5,.200,0.0,0.0,,0.5,2.5,.200,.200,0.5,2.5,.200,1.0,1.0,2.0,0.0,0.0,0.5,0.0,0.0,1.5
932,Paul Davis,davispa01,2006-07,22,LAC,NBA,C,31,0,5.8,0.7,1.7,.423,0.0,0.0,,0.7,1.7,.423,.423,0.2,0.3,.700,0.7,0.7,1.4,0.2,0.2,0.2,0.3,0.9,1.6
935,Ricky Davis,davisri01,1998-99,19,CHH,NBA,SG,46,1,12.1,1.8,4.3,.405,0.0,0.3,.167,1.7,4.1,.420,.410,1.0,1.3,.763,0.9,1.0,1.8,1.3,0.7,0.2,1.2,1.0,4.5
936,Ron Davis,davisro01,1976-77,22,ATL,NBA,SF,7,,9.6,1.1,5.0,.229,,,,1.1,5.0,.229,.229,0.6,1.9,.308,0.3,0.7,1.0,0.3,1.0,0.0,,1.3,2.9
937,Terry Davis,daviste01,1989-90,22,MIA,NBA,PF,63,9,14.0,1.9,4.2,.466,0.0,0.0,.000,1.9,4.1,.467,.466,0.9,1.4,.621,1.5,2.2,3.6,0.4,0.4,0.4,1.1,2.7,4.7
939,Walter Davis,daviswa03,1977-78,23,PHO,NBA,SF,81,,32.0,9.7,18.4,.526,,,,9.7,18.4,.526,.526,4.8,5.8,.830,2.0,4.0,6.0,3.4,1.4,0.2,3.5,3.0,24.2
940,Warren Davis,daviswa02,1967-68,24,ANA,ABA,PF,54,,33.6,6.4,14.0,.453,0.0,0.1,.143,6.3,13.9,.455,.453,4.2,6.5,.649,4.1,6.4,10.5,1.4,,,2.4,3.6,17.0
942,Andre Dawkins,dawkian01,2014-15,23,MIA,NBA,SG,4,0,5.5,0.3,1.5,.167,0.3,1.5,.167,0.0,0.0,,.250,0.0,0.0,,0.0,0.5,0.5,0.3,0.0,0.0,0.3,0.8,0.8
943,Darryl Dawkins,dawkida01,1975-76,19,PHI,NBA,C,37,,4.5,1.1,2.2,.500,,,,1.1,2.2,.500,.500,0.2,0.6,.333,0.4,0.9,1.3,0.1,0.1,0.2,,1.1,2.4
944,Johnny Dawkins,dawkijo01,1986-87,23,SAS,NBA,PG,81,14,20.8,4.1,9.4,.437,0.2,0.6,.298,4.0,8.9,.446,.446,1.9,2.4,.801,0.7,1.4,2.1,3.6,0.8,0.0,1.5,1.5,10.3
945,Paul Dawkins,dawkipa01,1979-80,22,UTA,NBA,SF,57,,13.6,2.5,5.3,.470,0.0,0.1,.200,2.5,5.2,.475,.472,0.6,0.8,.688,0.7,1.5,2.2,1.4,0.6,0.2,1.3,2.0,5.5
946,Branden Dawson,dawsobr01,2015-16,22,LAC,NBA,PF,6,0,4.8,0.3,0.8,.400,0.0,0.0,,0.3,0.8,.400,.400,0.2,0.2,1.000,0.3,0.3,0.7,0.0,0.0,0.2,0.0,0.3,0.8
947,Eric Dawson,dawsoer01,2011-12,27,SAS,NBA,C,4,0,9.8,1.8,3.0,.583,0.0,0.0,,1.8,3.0,.583,.583,0.3,0.5,.500,1.3,1.3,2.5,0.0,0.3,0.5,0.8,1.5,3.8
949,Tony Dawson,dawsoto01,1990-91,23,SAC,NBA,SF,4,0,4.3,1.0,1.8,.571,0.3,0.3,1.000,0.8,1.5,.500,.643,0.0,0.0,,0.5,0.0,0.5,0.0,0.0,0.0,0.3,0.0,2.3
950,Todd Day,dayto01,1992-93,23,MIL,NBA,SG,71,37,27.2,5.0,11.7,.432,0.8,2.6,.293,4.3,9.1,.472,.465,3.0,4.2,.717,2.0,2.1,4.1,1.6,1.1,0.7,1.7,3.1,13.8
951,Austin Daye,dayeau01,2009-10,21,DET,NBA,SF,69,4,13.3,2.0,4.3,.464,0.4,1.4,.305,1.6,2.9,.540,.514,0.7,0.8,.821,0.5,2.0,2.5,0.5,0.4,0.4,0.7,1.7,5.1
952,Darren Daye,dayeda01,1983-84,23,WSB,NBA,SF,75,0,15.7,2.4,5.4,.441,0.0,0.1,.000,2.4,5.4,.448,.441,1.3,1.8,.714,1.2,1.3,2.5,2.3,0.5,0.2,1.3,2.1,6.1
953,Nando De Colo,decolna01,2012-13,25,SAS,NBA,SG,72,6,12.8,1.5,3.3,.436,0.4,1.1,.378,1.0,2.2,.465,.500,0.5,0.6,.795,0.3,1.6,1.9,1.9,0.6,0.1,1.1,1.2,3.8
954,Greg Deane,deanegr01,1979-80,22,UTA,NBA,SG,7,,6.9,0.3,1.6,.182,0.1,0.1,1.000,0.1,1.4,.100,.227,0.7,1.0,.714,0.3,0.6,0.9,0.9,0.0,0.0,0.4,0.4,1.4
957,Andrew DeClercq,declean01,1995-96,22,GSW,NBA,C,22,1,9.2,1.1,2.3,.480,0.0,0.0,.000,1.1,2.2,.490,.480,0.5,0.9,.579,0.8,1.0,1.8,0.4,0.3,0.2,0.2,1.4,2.7
958,Dewayne Dedmon,dedmode01,2013-14,24,TOT,NBA,C,31,6,12.6,1.2,2.7,.458,0.0,0.0,,1.2,2.7,.458,.458,0.7,1.0,.656,1.2,2.9,4.1,0.2,0.2,0.7,0.6,2.1,3.1
961,Terry Dehere,deherte01,1993-94,22,LAC,NBA,PG,64,6,11.9,2.0,5.3,.377,0.4,0.9,.404,1.7,4.5,.372,.411,1.0,1.3,.753,0.4,0.7,1.1,1.2,0.4,0.0,1.0,1.1,5.3
963,Bryce Dejean-Jones,dejeabr01,2015-16,23,NOP,NBA,SG,14,11,19.9,2.0,4.9,.406,0.9,2.3,.375,1.1,2.6,.432,.493,0.8,1.5,.524,0.6,2.9,3.4,1.1,0.7,0.1,0.8,1.2,5.6
