,Name,link,Year,blank,blank,League,blank,Games Played,Games Started,MinPerGame,FGPerGame,FGAPerGame,FG%PerGame,3pPerGame,3PAPerGame,3p%PerGame,2pPerGame,2pAPerGame,2p%PerGame,eFG%PerGame,FTPerGame,FTAPerGame,FT%PerGame,ORGPerGame,DRBPerGame,TotalRebPerGame,AstPerGame,StealPerGame,BlkPerGame,TOVPerGame,FoulsPerGame,PtsPerGame
4121,Edwin Ubiles,ubileed01,Career,,,NBA,,4,0,13.0,1.3,4.5,.278,0.3,1.3,.200,1.0,3.3,.308,.306,0.8,0.8,1.000,0.5,2.0,2.5,0.3,0.3,0.3,0.3,0.3,3.5
4122,Ekpe Udoh,udohek01,Career,,,NBA,,329,55,16.3,1.4,3.2,.437,0.0,0.0,.000,1.4,3.2,.439,.437,0.9,1.2,.724,1.3,1.8,3.0,0.7,0.5,1.2,0.6,2.0,3.7
4123,Ime Udoka,udokaim01,Career,,,NBA,,316,80,18.1,1.9,4.7,.417,0.7,1.9,.356,1.3,2.7,.461,.492,0.6,0.8,.705,0.7,2.2,2.9,1.0,0.7,0.2,0.7,1.7,5.2
4124,Beno Udrih,udrihbe01,Career,,,NBA,,831,272,21.9,3.3,7.1,.463,0.6,1.6,.349,2.7,5.5,.496,.502,1.2,1.5,.833,0.4,1.7,2.1,3.4,0.7,0.1,1.4,1.5,8.4
4125,Roko Ukic,ukicro01,Career,,,NBA,,85,0,11.6,1.6,4.2,.387,0.2,0.9,.189,1.4,3.3,.439,.407,0.6,0.8,.746,0.3,0.6,0.9,1.9,0.4,0.0,0.8,1.0,4.0
4126,Tyler Ulis,ulisty01,Career,,,NBA,,128,55,20.7,2.9,7.3,.402,0.5,1.7,.277,2.5,5.7,.439,.433,1.0,1.2,.799,0.3,1.3,1.7,4.0,0.9,0.1,1.5,1.5,7.3
4127,Wes Unseld,unselwe01,Career,,,NBA,,984,,36.4,4.4,8.7,.509,0.0,0.0,.500,4.4,8.7,.509,.509,1.9,3.0,.633,3.5,8.4,14.0,3.9,1.1,0.6,1.9,2.8,10.8
4129,Kelvin Upshaw,upshake01,Career,,,NBA,,120,1,12.7,2.2,4.9,.453,0.1,0.5,.237,2.1,4.4,.477,.465,0.8,1.1,.795,0.3,0.9,1.2,2.1,0.7,0.1,1.0,1.8,5.4
4130,Jarrod Uthoff,uthofja01,Career,,,NBA,,9,0,12.8,1.8,4.2,.421,0.3,1.0,.333,1.4,3.2,.448,.461,0.6,0.8,.714,0.9,1.6,2.4,1.0,0.2,0.4,0.3,0.9,4.4
4131,Ben Uzoh,uzohbe01,Career,,,NBA,,60,8,13.5,1.6,4.1,.395,0.1,0.2,.333,1.6,3.9,.397,.401,0.7,1.3,.587,0.8,1.3,2.1,2.2,0.5,0.2,0.7,1.0,4.0
4133,Jonas Valanciunas,valanjo01,Career,,,NBA,,435,429,25.5,4.6,8.2,.558,0.1,0.2,.417,4.5,8.0,.561,.562,2.4,3.1,.784,2.6,5.9,8.5,0.7,0.4,1.0,1.5,2.8,11.7
4134,Darnell Valentine,valenda01,Career,,,NBA,,620,345,23.2,3.2,7.4,.437,0.1,0.3,.261,3.1,7.1,.443,.442,2.2,2.8,.787,0.6,1.6,2.1,5.0,1.5,0.1,2.0,2.2,8.7
4135,Denzel Valentine,valende01,Career,,,NBA,,134,37,22.9,3.0,7.5,.399,1.6,4.3,.374,1.4,3.2,.434,.506,0.4,0.5,.754,0.4,3.6,4.1,2.3,0.7,0.1,1.1,2.0,8.0
4136,Ronnie Valentine,valenro01,Career,,,NBA,,24,,5.1,1.5,4.1,.378,0.0,0.1,.500,1.5,4.0,.375,.383,0.4,0.8,.474,0.4,0.8,1.3,0.3,0.3,0.2,0.7,1.0,3.5
4141,Jan van Breda Kolff,vanbrja01,Career,,,TOT,,598,0,23.0,2.2,4.9,.444,0.0,0.1,.282,2.2,4.9,.446,.445,1.8,2.2,.821,1.3,3.0,4.3,2.0,0.8,0.8,1.5,2.6,6.2
4142,Nick Van Exel,vanexni01,Career,,,NBA,,880,670,32.9,5.3,13.0,.405,1.7,4.9,.357,3.5,8.2,.433,.471,2.1,2.7,.794,0.4,2.5,2.9,6.6,0.8,0.1,2.1,1.6,14.4
4143,Keith Van Horn,vanhoke01,Career,,,NBA,,575,463,31.6,5.9,13.3,.443,1.0,2.9,.361,4.9,10.4,.466,.482,3.2,3.8,.835,2.0,4.8,6.8,1.6,0.8,0.5,2.2,3.0,16.0
4145,Dennis Van Zant,vanzade01,Career,,,ABA,,1,,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,2.0,2.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
4147,Logan Vander Velden,vandelo01,Career,,,NBA,,15,0,2.1,0.2,0.9,.214,0.0,0.3,.000,0.2,0.6,.333,.214,0.2,0.3,.750,0.1,0.3,0.4,0.1,0.0,0.0,0.0,0.3,0.6
4149,Kiki Vandeweghe,vandeki01,Career,,,NBA,,810,548,30.3,7.6,14.4,.525,0.3,0.7,.368,7.3,13.7,.533,.534,4.3,4.9,.872,1.1,2.3,3.4,2.1,0.6,0.3,1.6,1.9,19.7
4150,Nick Vanos,vanosni01,Career,,,NBA,,68,14,12.4,1.3,3.4,.383,0.0,0.0,.000,1.3,3.4,.386,.383,0.7,1.2,.561,1.3,2.2,3.5,0.9,0.3,0.4,1.0,1.9,3.3
4151,David Vanterpool,vanteda01,Career,,,NBA,,22,0,18.7,2.1,5.0,.418,0.0,0.3,.000,2.1,4.7,.442,.418,1.4,2.3,.600,0.7,1.0,1.7,3.0,1.0,0.1,1.7,2.0,5.5
4152,Fred VanVleet,vanvlfr01,Career,,,NBA,,108,0,16.0,2.4,5.8,.417,1.0,2.5,.410,1.4,3.3,.422,.506,0.9,1.1,.831,0.3,1.8,2.0,2.4,0.8,0.2,0.8,1.5,6.8
4153,Ratko Varda,vardara01,Career,,,NBA,,1,0,6.0,2.0,3.0,.667,0.0,0.0,,2.0,3.0,.667,.667,1.0,1.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,5.0
4154,Anderson Varejao,varejan01,Career,,,NBA,,627,209,24.0,2.9,5.6,.510,0.0,0.1,.024,2.9,5.6,.516,.511,1.5,2.4,.631,2.4,4.8,7.2,1.2,0.9,0.6,0.9,2.6,7.3
4155,Jarvis Varnado,varnaja01,Career,,,NBA,,37,0,10.7,1.1,1.8,.582,0.0,0.0,,1.1,1.8,.582,.582,0.8,1.5,.518,0.6,1.4,1.9,0.4,0.3,0.8,0.4,1.9,2.9
4156,Greivis Vasquez,vasqugr01,Career,,,NBA,,401,157,23.7,3.4,8.2,.418,1.0,2.9,.349,2.4,5.3,.456,.480,1.1,1.3,.817,0.3,2.2,2.5,4.8,0.6,0.1,1.9,1.9,9.0
4158,David Vaughn,vaughda01,Career,,,ABA,,93,,27.9,4.7,11.1,.421,0.0,0.0,.000,4.7,11.1,.422,.421,1.4,2.5,.549,3.1,6.8,9.8,1.5,0.8,1.4,2.2,3.1,10.7
4159,David Vaughn,vaughda02,Career,,,NBA,,118,8,9.8,1.2,2.7,.423,0.0,0.0,.000,1.2,2.7,.425,.423,0.6,0.9,.638,1.1,1.9,3.1,0.3,0.3,0.4,0.8,1.8,2.9
4160,Jacque Vaughn,vaughja01,Career,,,NBA,,776,123,16.3,1.7,3.9,.429,0.1,0.3,.352,1.6,3.6,.437,.445,1.0,1.3,.779,0.2,1.1,1.3,2.5,0.5,0.0,1.0,1.6,4.5
4161,Rashad Vaughn,vaughra01,Career,,,NBA,,139,8,12.0,1.2,3.4,.337,0.6,1.9,.313,0.6,1.5,.366,.424,0.1,0.2,.692,0.1,1.0,1.1,0.5,0.4,0.2,0.3,0.9,3.0
4163,Loy Vaught,vaughlo01,Career,,,NBA,,689,354,24.7,4.4,8.8,.504,0.0,0.1,.244,4.4,8.7,.508,.506,1.2,1.7,.718,2.2,4.9,7.1,0.9,0.7,0.3,1.2,2.4,10.1
4164,Bob Verga,vergabo01,Career,,,TOT,,342,,31.4,7.6,17.4,.438,0.4,1.3,.296,7.3,16.2,.449,.449,4.6,6.1,.749,1.9,2.0,3.9,2.9,0.6,0.0,3.1,2.9,20.2
4165,Pete Verhoeven,verhope01,Career,,,NBA,,282,27,11.4,1.5,3.0,.505,0.0,0.0,.250,1.5,3.0,.506,.505,0.5,0.7,.689,1.0,1.3,2.3,0.5,0.5,0.2,0.6,2.2,3.5
4166,Jan Vesely,veselja01,Career,,,NBA,,162,25,15.2,1.6,3.1,.521,0.0,0.0,.000,1.6,3.1,.523,.521,0.4,1.0,.408,1.4,2.1,3.5,0.6,0.7,0.5,0.8,2.4,3.6
4167,Gundars Vetra,vetragu01,Career,,,NBA,,13,0,6.8,1.5,3.1,.475,0.2,0.2,1.000,1.2,2.8,.432,.513,0.3,0.5,.667,0.3,0.3,0.6,0.5,0.2,0.0,0.2,0.9,3.5
4168,Joao Vianna,viannjo01,Career,,,NBA,,1,0,9.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0
4169,Charlie Villanueva,villach01,Career,,,NBA,,656,163,20.7,4.0,9.3,.435,1.1,3.2,.341,3.0,6.1,.484,.494,1.2,1.6,.772,1.2,3.4,4.6,0.8,0.5,0.5,1.0,2.2,10.4
4170,Jay Vincent,vinceja01,Career,,,NBA,,576,225,27.0,6.1,12.8,.474,0.0,0.0,.148,6.1,12.7,.475,.474,3.0,3.9,.784,1.7,3.8,5.5,2.0,0.7,0.3,1.9,2.8,15.2
4171,Sam Vincent,vincesa01,Career,,,NBA,,396,168,19.0,2.9,6.5,.449,0.0,0.2,.182,2.9,6.3,.458,.452,1.9,2.2,.863,0.4,1.7,2.1,3.9,0.7,0.2,1.7,1.5,7.8
4172,Marcus Vinicius,vincima01,Career,,,NBA,,26,0,6.6,0.6,1.3,.457,0.3,0.7,.421,0.3,0.6,.500,.571,0.4,0.7,.556,0.1,0.6,0.7,0.3,0.1,0.1,0.3,0.5,1.9
4173,Fred Vinson,vinsofr01,Career,,,NBA,,13,0,5.2,0.5,1.8,.250,0.2,1.0,.231,0.2,0.8,.273,.313,0.2,0.2,.667,0.0,0.1,0.1,0.1,0.2,0.0,0.5,0.5,1.3
4174,Claude Virden,virdecl01,Career,,,ABA,,31,,26.6,4.2,10.5,.398,0.0,0.1,.000,4.2,10.5,.400,.398,1.5,1.9,.780,1.6,3.4,5.0,2.4,,,1.6,2.7,9.9
4175,Gary Voce,vocega01,Career,,,NBA,,1,0,4.0,1.0,3.0,.333,0.0,0.0,,1.0,3.0,.333,.333,0.0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
4177,Alexander Volkov,volkoal01,Career,,,NBA,,149,31,16.5,2.6,5.7,.455,0.3,1.0,.333,2.3,4.8,.480,.483,1.3,2.1,.613,1.0,1.5,2.6,2.2,0.7,0.3,1.0,2.3,6.8
4179,Noah Vonleh,vonleno01,Career,,,NBA,,230,113,15.5,1.7,3.7,.445,0.2,0.6,.299,1.5,3.1,.475,.470,0.7,1.0,.670,1.4,3.3,4.7,0.4,0.3,0.3,0.7,1.7,4.2
4180,Jake Voskuhl,voskuja01,Career,,,NBA,,450,93,14.3,1.5,3.1,.487,0.0,0.0,.333,1.5,3.1,.488,.488,1.0,1.5,.714,1.2,2.2,3.4,0.5,0.3,0.4,0.8,2.6,4.0
4181,Danny Vranes,vraneda01,Career,,,NBA,,510,246,20.8,2.1,4.2,.496,0.0,0.0,.105,2.1,4.1,.499,.496,1.0,1.7,.570,1.5,2.4,3.9,1.2,0.7,0.5,1.0,2.7,5.1
4182,Slavko Vranes,vranesl01,Career,,,NBA,,1,0,3.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4183,Stojko Vrankovic,vrankst01,Career,,,NBA,,170,73,12.1,1.2,2.4,.477,0.0,0.0,,1.2,2.4,.477,.477,0.5,0.8,.598,0.9,2.1,3.0,0.3,0.1,1.1,0.8,1.9,2.8
4184,Brett Vroman,vromabr01,Career,,,NBA,,11,,8.5,0.9,2.5,.370,0.0,0.1,.000,0.9,2.4,.385,.370,1.3,1.7,.737,0.6,1.6,2.3,0.8,0.5,0.5,0.8,2.4,3.1
4185,Jackson Vroman,vromaja01,Career,,,NBA,,87,20,12.8,1.2,3.0,.408,0.0,0.0,.000,1.2,3.0,.412,.408,0.8,1.4,.580,1.1,1.9,3.0,0.6,0.4,0.3,1.0,2.1,3.3
4186,Nikola Vucevic,vucevni01,Career,,,NBA,,452,391,29.9,6.6,13.2,.499,0.2,0.7,.311,6.4,12.5,.509,.507,1.5,2.0,.729,2.7,7.1,9.8,2.2,0.8,0.9,1.7,2.7,14.8
4187,Sasha Vujacic,vujacsa01,Career,,,NBA,,581,58,15.3,1.9,4.7,.390,0.9,2.5,.367,0.9,2.2,.415,.487,0.7,0.8,.858,0.4,1.5,1.9,1.3,0.6,0.1,0.6,1.5,5.3
4188,Dwyane Wade,wadedw01,Career,,,NBA,,978,907,34.6,8.2,17.0,.483,0.5,1.6,.288,7.7,15.3,.504,.497,5.7,7.4,.767,1.2,3.5,4.7,5.5,1.6,0.9,3.2,2.3,22.5
4189,Mark Wade,wadema01,Career,,,NBA,,12,0,10.5,0.3,1.7,.150,0.0,0.2,.000,0.3,1.5,.167,.150,0.2,0.3,.500,0.3,1.0,1.3,3.0,0.6,0.1,1.1,1.1,0.7
4190,Von Wafer,wafervo01,Career,,,NBA,,200,14,12.4,2.0,4.6,.420,0.5,1.6,.325,1.4,3.1,.469,.475,0.9,1.1,.751,0.2,1.0,1.2,0.7,0.4,0.1,0.6,0.8,5.3
4192,Dajuan Wagner,wagneda02,Career,,,NBA,,103,28,21.4,3.4,9.4,.366,0.9,2.8,.321,2.5,6.6,.385,.414,1.6,2.1,.770,0.3,1.1,1.4,1.9,0.7,0.1,1.3,2.1,9.4
4194,Milt Wagner,wagnemi01,Career,,,NBA,,53,5,9.4,1.6,3.8,.422,0.2,0.5,.296,1.5,3.3,.441,.441,0.7,0.8,.875,0.1,0.6,0.7,1.4,0.2,0.1,0.6,1.1,4.1
4196,Dion Waiters,waitedi01,Career,,,NBA,,365,183,28.7,5.1,12.4,.412,1.2,3.6,.341,3.9,8.8,.441,.462,1.9,2.7,.701,0.4,2.2,2.7,2.8,1.0,0.3,1.9,2.0,13.3
4197,Granville Waiters,waitegr01,Career,,,NBA,,249,39,10.2,1.1,2.4,.458,0.0,0.0,.000,1.1,2.3,.462,.458,0.3,0.5,.559,0.7,1.4,2.2,0.5,0.2,0.7,0.6,1.6,2.4
4198,Andre Wakefield,wakefan01,Career,,,NBA,,81,,7.8,0.8,2.4,.354,0.0,0.0,,0.8,2.4,.354,.354,0.6,0.9,.708,0.3,0.7,1.0,0.9,0.2,0.0,1.0,1.0,2.3
4201,Antoine Walker,walkean02,Career,,,NBA,,893,707,35.3,6.8,16.5,.414,1.6,4.8,.325,5.3,11.7,.450,.461,2.3,3.7,.633,2.1,5.6,7.7,3.5,1.2,0.5,2.8,2.8,17.5
4204,Darrell Walker,walkeda01,Career,,,NBA,,720,356,25.8,3.4,7.9,.435,0.0,0.1,.059,3.4,7.8,.441,.435,2.0,2.8,.713,1.5,2.9,4.4,4.6,1.5,0.3,2.0,2.5,8.9
4205,Foots Walker,walkefo01,Career,,,NBA,,658,64,22.9,2.3,5.4,.435,0.0,0.1,.227,2.3,5.3,.437,.436,1.7,2.2,.762,0.7,1.9,2.6,4.7,1.5,0.1,1.8,2.1,6.4
4206,Henry Walker,walkebi01,Career,,,NBA,,181,35,16.7,2.1,4.8,.446,1.0,2.8,.369,1.1,1.9,.560,.556,0.6,0.9,.760,0.3,1.9,2.2,0.8,0.5,0.1,0.8,2.1,6.0
4209,Kemba Walker,walkeke02,Career,,,NBA,,519,474,34.0,6.6,15.9,.415,2.0,5.5,.359,4.6,10.4,.444,.476,3.9,4.6,.833,0.6,3.2,3.8,5.4,1.3,0.4,2.1,1.5,19.0
4210,Kenny Walker,walkeke01,Career,,,NBA,,448,160,20.2,2.8,5.7,.485,0.0,0.1,.206,2.8,5.6,.489,.487,1.4,1.9,.749,1.7,2.3,4.0,0.7,0.5,0.7,0.8,2.6,7.0
4212,Samaki Walker,walkesa01,Career,,,NBA,,445,143,17.1,2.1,4.6,.462,0.0,0.0,.111,2.1,4.5,.464,.462,1.1,1.8,.630,1.4,3.3,4.7,0.6,0.3,0.7,0.9,2.0,5.3
4213,Wally Walker,walkewa01,Career,,,NBA,,565,147,18.0,3.0,6.5,.467,0.0,0.0,.200,3.0,6.5,.468,.467,0.9,1.4,.643,1.1,2.0,3.1,1.5,0.4,0.2,1.2,2.0,7.0
4214,John Wall,walljo01,Career,,,NBA,,538,526,35.9,6.8,15.8,.432,0.9,2.8,.325,5.9,13.1,.454,.460,4.3,5.5,.786,0.6,3.8,4.4,9.2,1.7,0.7,3.8,2.2,18.9
4215,Ben Wallace,wallabe01,Career,,,NBA,,1088,912,29.5,2.4,5.0,.474,0.0,0.0,.137,2.4,4.9,.477,.475,1.0,2.5,.414,3.2,6.5,9.6,1.3,1.3,2.0,1.0,1.9,5.7
4216,Gerald Wallace,wallage01,Career,,,NBA,,832,611,29.7,4.2,9.0,.469,0.5,1.6,.312,3.7,7.4,.502,.496,3.0,4.2,.709,1.4,4.4,5.8,2.1,1.4,0.8,1.8,2.2,11.9
4217,John Wallace,wallajo01,Career,,,NBA,,381,45,16.1,3.0,6.6,.462,0.0,0.1,.300,3.0,6.4,.465,.465,1.5,2.1,.740,0.9,1.9,2.8,0.7,0.4,0.6,1.2,1.9,7.6
4218,Rasheed Wallace,wallara01,Career,,,NBA,,1109,956,32.7,5.7,12.2,.467,1.0,2.9,.336,4.7,9.3,.508,.507,2.1,2.9,.721,1.4,5.3,6.7,1.8,1.0,1.3,1.5,2.9,14.4
4220,Tyrone Wallace,wallaty01,Career,,,NBA,,25,15,28.0,3.6,8.1,.450,0.4,1.2,.323,3.2,6.8,.474,.475,2.2,2.8,.786,0.7,3.0,3.7,2.3,0.9,0.5,1.4,2.7,9.9
4222,Jamie Waller,walleja01,Career,,,NBA,,9,0,10.1,1.8,4.4,.400,0.0,0.2,.000,1.8,4.2,.421,.400,1.1,2.0,.556,1.0,0.4,1.4,0.3,0.4,0.1,1.2,1.4,4.7
4223,Taurean Prince,princta02,Career,,,NBA,,136,87,24.3,3.6,8.7,.415,1.4,3.8,.370,2.2,4.9,.450,.496,1.6,1.9,.819,0.5,3.3,3.9,1.8,0.9,0.5,1.8,1.9,10.2
4225,Matt Walsh,walshma01,Career,,,NBA,,2,0,1.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,1.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0
4226,Rex Walters,waltere01,Career,,,NBA,,335,67,13.7,1.7,3.9,.441,0.6,1.5,.361,1.1,2.3,.495,.514,0.6,0.8,.809,0.2,1.0,1.2,1.7,0.4,0.1,0.9,1.3,4.6
4229,Bill Walton,waltobi01,Career,,,NBA,,468,117,28.3,5.5,10.5,.521,0.0,0.0,.000,5.5,10.5,.521,.521,2.4,3.6,.660,2.4,8.2,10.5,3.4,0.8,2.2,2.7,2.8,13.3
4230,Derrick Walton,waltode01,Career,,,NBA,,15,0,9.5,0.5,1.6,.333,0.5,1.1,.412,0.1,0.5,.143,.479,0.4,0.4,1.000,0.1,0.9,1.1,1.0,0.4,0.2,0.1,0.4,1.9
4231,Lloyd Walton,waltoll01,Career,,,NBA,,341,,15.8,1.8,3.9,.454,0.0,0.0,.250,1.8,3.9,.455,.455,0.7,1.0,.711,0.4,0.7,1.1,3.6,0.8,0.1,1.5,1.1,4.2
4232,Luke Walton,waltolu01,Career,,,NBA,,564,138,17.2,1.9,4.3,.429,0.3,1.0,.326,1.5,3.4,.459,.466,0.7,0.9,.715,0.9,2.0,2.8,2.3,0.6,0.2,1.1,1.4,4.7
4235,Charlie Ward,wardch01,Career,,,NBA,,630,285,22.3,2.2,5.4,.408,1.0,2.8,.364,1.2,2.7,.455,.502,0.8,1.0,.771,0.4,2.2,2.6,4.0,1.2,0.2,1.6,2.0,6.3
4237,Henry Ward,wardhe01,Career,,,TOT,,88,,9.8,2.1,4.8,.444,0.1,0.4,.261,2.1,4.5,.455,.452,0.4,0.5,.705,0.6,1.3,2.0,0.5,0.3,0.2,0.7,1.5,4.7
4238,Casper Ware,wareca01,Career,,,NBA,,9,0,12.9,2.0,4.7,.429,0.8,2.3,.333,1.2,2.3,.524,.512,0.6,0.7,.833,0.0,1.0,1.0,1.1,0.9,0.0,0.6,1.2,5.3
4243,Jameel Warney,warneja01,Career,,,NBA,,3,0,9.0,2.3,4.0,.583,0.0,0.0,,2.3,4.0,.583,.583,1.0,1.7,.600,1.3,1.7,3.0,0.0,0.0,0.0,0.3,0.7,5.7
4244,Bob Warren,warrebo01,Career,,,ABA,,486,,20.4,3.1,7.1,.440,0.2,0.8,.262,2.9,6.4,.461,.454,2.5,3.1,.801,1.4,1.8,3.2,1.8,0.5,0.2,1.7,2.3,8.9
4246,T.J. Warren,warretj01,Career,,,NBA,,218,129,26.9,5.8,11.6,.500,0.4,1.3,.283,5.4,10.3,.527,.516,1.7,2.3,.754,1.6,2.6,4.1,1.1,0.9,0.5,0.9,2.2,13.7
4247,Willie Warren,warrewi01,Career,,,NBA,,19,0,7.1,0.7,1.8,.371,0.3,0.8,.333,0.4,1.1,.400,.443,0.3,0.4,.750,0.1,0.6,0.6,1.4,0.3,0.0,0.4,0.8,1.9
4248,Bryan Warrick,warribr01,Career,,,NBA,,169,26,14.1,1.6,3.5,.443,0.0,0.1,.208,1.5,3.4,.452,.447,0.9,1.2,.747,0.2,1.1,1.3,2.6,0.5,0.1,1.3,1.8,4.0
4249,Hakim Warrick,warriha01,Career,,,NBA,,526,108,20.2,3.4,6.9,.490,0.0,0.2,.191,3.3,6.7,.499,.493,2.6,3.6,.726,1.3,2.7,4.0,0.8,0.4,0.3,1.2,1.8,9.4
4250,Chris Washburn,washbch01,Career,,,NBA,,72,2,9.0,1.3,3.1,.412,0.0,0.0,.000,1.3,3.1,.413,.412,0.5,1.1,.439,0.9,1.6,2.4,0.3,0.2,0.2,0.8,1.1,3.1
4252,Darius Washington,washida01,Career,,,NBA,,18,0,8.1,1.2,2.7,.438,0.2,0.7,.333,0.9,2.0,.472,.479,0.4,0.7,.538,0.2,0.9,1.1,0.8,0.3,0.0,0.8,0.9,2.9
4253,Donald Washington,washido01,Career,,,ABA,,56,,8.9,1.6,3.6,.453,0.0,0.0,.000,1.6,3.6,.457,.453,0.7,1.0,.679,0.8,1.0,1.8,0.6,0.2,0.4,0.9,2.0,3.9
4254,Duane Washington,washidu01,Career,,,NBA,,19,0,9.7,0.9,2.5,.383,0.1,0.2,.500,0.8,2.3,.372,.404,0.8,1.1,.800,0.3,1.0,1.3,2.1,0.7,0.0,0.6,1.3,2.8
4255,Eric Washington,washier01,Career,,,NBA,,104,42,22.1,2.6,6.6,.402,0.8,2.3,.346,1.9,4.3,.431,.461,0.8,1.1,.757,0.8,1.3,2.1,1.0,0.8,0.4,1.0,2.2,6.9
4257,Kermit Washington,washike01,Career,,,NBA,,507,5,25.3,3.5,6.7,.526,0.0,0.0,.000,3.5,6.7,.526,.526,2.2,3.3,.656,3.0,5.3,8.3,1.4,0.8,1.1,2.0,3.2,9.2
4258,Pearl Washington,washipe01,Career,,,NBA,,194,79,20.8,3.4,7.6,.452,0.1,0.4,.184,3.4,7.1,.469,.458,1.6,2.2,.746,0.7,1.2,1.9,3.8,1.3,0.1,2.3,2.3,8.6
4259,Richard Washington,washiri01,Career,,,NBA,,351,2,22.4,4.2,9.3,.453,0.0,0.0,.250,4.2,9.2,.453,.453,1.5,2.0,.711,2.0,4.3,6.3,1.2,0.6,0.8,1.6,3.4,9.8
4261,Trooper Washington,washitr01,Career,,,ABA,,426,,31.1,4.4,8.3,.532,0.0,0.0,.333,4.4,8.3,.533,.532,1.7,2.8,.615,3.8,6.2,10.0,2.4,,,2.5,3.4,10.6
4263,Darryl Watkins,watkida01,Career,,,NBA,,14,0,12.1,0.9,2.1,.414,0.0,0.0,,0.9,2.1,.414,.414,0.8,1.6,.478,0.9,1.9,2.8,0.2,0.5,0.4,1.1,1.6,2.5
4265,C.J. Watson,watsocj01,Career,,,NBA,,600,104,20.2,2.5,6.0,.419,0.8,2.1,.373,1.7,3.9,.444,.484,1.4,1.7,.812,0.4,1.6,1.9,2.5,0.9,0.1,1.1,1.5,7.2
4266,Earl Watson,watsoea01,Career,,,NBA,,878,227,22.2,2.4,5.9,.411,0.6,1.8,.324,1.8,4.1,.449,.460,1.0,1.4,.703,0.5,1.7,2.3,4.4,1.0,0.2,1.8,2.0,6.4
4267,Jamie Watson,watsoja01,Career,,,NBA,,102,7,12.2,1.2,2.6,.468,0.1,0.4,.316,1.1,2.3,.494,.491,0.6,0.8,.694,0.4,1.1,1.5,1.1,0.6,0.2,0.9,1.5,3.2
4271,Maalik Wayns,waynsma01,Career,,,NBA,,29,1,7.3,0.9,3.1,.300,0.2,1.1,.226,0.7,2.0,.339,.339,0.6,0.7,.895,0.0,0.3,0.3,1.0,0.3,0.0,0.5,1.0,2.7
4272,David Wear,wearda01,Career,,,NBA,,2,0,3.5,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0
4273,Travis Wear,weartr01,Career,,,NBA,,64,1,13.2,1.7,4.2,.398,0.4,1.1,.380,1.2,3.0,.405,.449,0.4,0.5,.824,0.5,1.6,2.1,0.7,0.3,0.2,0.6,1.2,4.2
4274,Clarence Weatherspoon,weathcl01,Career,,,NBA,,915,612,30.3,4.4,9.3,.471,0.0,0.1,.196,4.4,9.3,.473,.472,2.6,3.6,.743,2.3,5.2,7.5,1.5,1.0,0.9,1.6,2.2,11.5
4275,Nick Weatherspoon,weathni01,Career,,,NBA,,453,,21.4,3.8,8.3,.455,0.0,0.0,,3.8,8.3,.455,.455,1.5,2.1,.713,1.7,3.2,4.9,0.9,0.8,0.3,1.8,2.7,9.0
4276,Kyle Weaver,weaveky01,Career,,,NBA,,73,19,18.9,1.8,4.2,.441,0.6,1.6,.353,1.3,2.5,.497,.510,0.7,1.0,.736,0.5,1.7,2.2,1.6,0.8,0.5,1.1,1.3,5.0
4277,James Webb,webbja01,Career,,,NBA,,9,0,12.0,0.6,2.3,.238,0.4,1.9,.235,0.1,0.4,.250,.333,0.0,0.0,,0.8,1.7,2.4,0.4,0.1,0.0,0.3,1.1,1.6
4279,Marcus Webb,webbma01,Career,,,NBA,,9,0,5.7,1.4,2.8,.520,0.0,0.1,.000,1.4,2.7,.542,.520,1.4,2.3,.619,0.6,0.6,1.1,0.2,0.1,0.2,0.6,1.2,4.3
4280,Spud Webb,webbsp01,Career,,,NBA,,814,429,24.9,3.6,7.9,.452,0.4,1.3,.314,3.2,6.6,.478,.477,2.4,2.8,.848,0.4,1.7,2.1,5.3,1.1,0.1,2.0,2.0,9.9
4281,Chris Webber,webbech01,Career,,,NBA,,831,827,37.1,8.7,18.1,.479,0.3,1.1,.299,8.3,17.0,.490,.487,3.0,4.7,.649,2.7,7.0,9.8,4.2,1.4,1.4,2.8,3.2,20.7
4282,Briante Weber,weberbr01,Career,,,NBA,,45,4,13.6,1.3,3.2,.408,0.1,0.6,.192,1.2,2.6,.457,.426,0.5,0.7,.733,0.5,1.4,1.9,1.4,0.9,0.2,0.7,1.2,3.2
