,Name,link,Year,Age,Position,Games Played,MinPerGame,FGPerGame,FGAPerGame,FG%PerGame,3pPerGame,3PAPerGame,3p%PerGame,2pPerGame,2pAPerGame,2p%PerGame,eFG%PerGame,FTPerGame,FTAPerGame,FT%PerGame,ORGPerGame,DRBPerGame,TotalRebPerGame,AstPerGame,StealPerGame,BlkPerGame,TOVPerGame,FoulsPerGame,PtsPerGame,FGPer100Poss,FGAPer100Poss,FG%Per100Poss,3pPer100Poss,3PAPer100Poss,3p%Per100Poss,2pPer100Poss,2pAPer100Poss,2p%Per100Poss,FTPer100Poss,FTAPer100Poss,FT%Per100Poss,ORGPer100Poss,DRBPer100Poss,TotalRebPer100Poss,AstPer100Poss,StealPer100Poss,BlkPer100Poss,TOVPer100Poss,FoulsPer100Poss,PtsPer100Poss,ORtg,DRtg,Team,League,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,ROY,All-Rookie Team,Draft_Pick
2031,Luke Schenscher,schenlu01,2005-06,23.0,C,20,7.5,0.8,1.3,0.615,0.0,0.0,,0.8,1.3,0.615,0.615,0.2,0.7,0.308,0.4,1.1,1.5,0.4,0.1,0.2,0.3,1.1,1.8,5.5,9.0,0.615,0.0,0.0,,5.5,9.0,0.615,1.4,4.5,0.308,2.8,7.3,10.1,2.4,0.3,1.0,1.7,7.3,12.5,109.0,105.0,CHI,NBA,9.3,0.5670000000000001,0.0,0.5,6.2,16.1,11.2,7.3,0.3,1.6,13.6,11.1,0.1,0.2,0.3,0.095,-3.3,0.9,-2.4,0.0,0,0,
2032,Dwayne Schintzius,schindw01,1990-91,22.0,C,42,9.5,1.6,3.7,0.439,0.0,0.0,0.0,1.6,3.6,0.444,0.439,0.5,1.0,0.55,0.7,2.2,2.9,0.4,0.0,0.7,0.8,1.5,3.8,8.3,19.0,0.439,0.0,0.2,0.0,8.3,18.7,0.444,2.7,4.9,0.55,3.4,11.4,14.8,2.1,0.2,3.5,4.2,7.8,19.3,89.0,101.0,SAS,NBA,10.1,0.45799999999999996,0.013000000000000001,0.258,8.2,24.5,16.8,6.2,0.2,4.4,16.5,21.6,-0.5,0.8,0.2,0.027000000000000003,-6.5,0.3,-6.2,-0.4,0,0,24.0
2033,Russ Schoene,schoeru01,1982-83,22.0,PF,77,15.9,2.7,5.6,0.47600000000000003,0.0,0.1,0.25,2.7,5.6,0.478,0.47700000000000004,0.8,1.1,0.735,1.2,2.1,3.3,0.8,0.3,0.3,1.1,2.5,6.2,7.9,16.6,0.47600000000000003,0.0,0.2,0.25,7.8,16.4,0.478,2.3,3.2,0.735,3.7,6.1,9.7,2.2,1.0,0.9,3.1,7.3,18.1,101.0,106.0,TOT,NBA,10.9,0.505,0.009000000000000001,0.191,8.4,13.7,11.1,6.4,1.0,1.0,14.7,17.8,0.6,1.1,1.7,0.066,-1.9,-1.1,-3.0,-0.3,0,0,45.0
2034,Detlef Schrempf,schrede01,1985-86,23.0,SF,64,15.1,2.2,4.9,0.451,0.0,0.1,0.429,2.2,4.8,0.451,0.456,1.7,2.4,0.7240000000000001,1.1,2.0,3.1,1.4,0.4,0.2,1.3,2.6,6.2,6.9,15.3,0.451,0.1,0.3,0.429,6.7,14.9,0.451,5.3,7.4,0.7240000000000001,3.4,6.2,9.6,4.3,1.1,0.5,4.1,8.0,19.2,101.0,112.0,DAL,NBA,10.9,0.52,0.022000000000000002,0.483,8.1,14.2,11.2,11.8,1.1,0.6,18.0,19.6,0.3,0.5,0.8,0.04,-1.7,-1.2,-2.9,-0.2,0,0,8.0
2035,Dennis Schroder,schrode01,2013-14,20.0,PG,49,13.1,1.5,3.8,0.38299999999999995,0.2,0.9,0.23800000000000002,1.3,3.0,0.425,0.41,0.6,0.9,0.674,0.1,1.1,1.2,1.9,0.3,0.0,1.2,1.1,3.7,5.7,14.9,0.38299999999999995,0.8,3.3,0.23800000000000002,4.9,11.6,0.425,2.3,3.4,0.674,0.4,4.4,4.7,7.4,1.3,0.0,4.8,4.3,14.5,83.0,110.0,ATL,NBA,5.8,0.442,0.223,0.22899999999999998,0.9,9.9,5.4,22.0,1.3,0.0,22.8,19.0,-1.1,0.4,-0.7,-0.054000000000000006,-6.2,-2.1,-8.3,-1.0,0,0,17.0
2036,John Schweitz,schwejo01,1984-85,24.0,SG,19,5.8,1.3,3.9,0.33799999999999997,0.0,0.2,0.0,1.3,3.7,0.35700000000000004,0.33799999999999997,0.4,0.5,0.7,0.3,0.8,1.1,0.9,0.0,0.1,0.7,0.6,3.0,11.0,32.5,0.33799999999999997,0.0,1.8,0.0,11.0,30.8,0.35700000000000004,3.1,4.4,0.7,2.6,6.6,9.2,7.9,0.0,0.4,6.2,5.3,25.1,77.0,111.0,SEA,NBA,5.8,0.364,0.054000000000000006,0.135,6.3,15.8,11.1,27.1,0.0,0.5,15.2,35.2,-0.5,0.1,-0.4,-0.191,-6.9,-3.3,-10.2,-0.2,0,0,138.0
2037,Luis Scola,scolalu01,2007-08,27.0,PF,82,24.7,4.2,8.2,0.515,0.0,0.0,0.0,4.2,8.1,0.517,0.515,1.9,2.9,0.6679999999999999,2.1,4.3,6.4,1.3,0.7,0.2,1.3,2.9,10.3,9.1,17.6,0.515,0.0,0.1,0.0,9.1,17.5,0.517,4.1,6.2,0.6679999999999999,4.6,9.2,13.8,2.8,1.6,0.5,2.8,6.2,22.2,111.0,101.0,HOU,NBA,16.1,0.5479999999999999,0.004,0.35100000000000003,9.9,19.3,14.6,8.9,1.6,0.7,12.0,19.8,2.8,3.7,6.5,0.154,-0.9,1.4,0.4,1.3,0,1,56.0
2038,Alvin Scott,scottal01,1977-78,22.0,SF,81,19.0,2.2,4.6,0.488,,,,2.2,4.6,0.488,0.488,1.6,2.4,0.691,1.7,2.7,4.4,1.1,0.6,0.5,1.0,2.0,6.1,5.0,10.3,0.488,,,,5.0,10.3,0.488,3.7,5.3,0.691,3.8,6.2,10.0,2.5,1.5,1.1,2.4,4.4,13.8,107.0,98.0,PHO,NBA,12.3,0.5429999999999999,,0.518,8.9,15.1,11.9,6.9,1.5,1.3,15.8,13.0,1.9,2.1,4.0,0.126,-1.1,1.1,0.0,0.8,0,0,136.0
2039,Brent Scott,scottbr01,1996-97,25.0,PF,16,3.4,0.5,1.1,0.47100000000000003,0.0,0.0,,0.5,1.1,0.47100000000000003,0.47100000000000003,0.2,0.4,0.5,0.2,0.4,0.6,0.2,0.1,0.1,0.3,0.9,1.2,7.8,16.7,0.47100000000000003,0.0,0.0,,7.8,16.7,0.47100000000000003,2.9,5.9,0.5,2.9,5.9,8.8,2.9,1.0,1.0,3.9,13.7,18.6,92.0,106.0,IND,NBA,7.0,0.484,0.0,0.353,6.6,12.8,9.8,9.6,1.0,1.5,16.9,19.9,0.0,0.1,0.0,0.019,-4.6,-0.6,-5.2,0.0,0,0,
2040,Byron Scott,scottby01,1983-84,22.0,SG,74,22.1,4.5,9.3,0.484,0.1,0.5,0.235,4.4,8.9,0.49700000000000005,0.49,1.5,1.9,0.8059999999999999,0.7,1.5,2.2,2.4,1.1,0.3,1.6,2.4,10.6,9.4,19.5,0.484,0.2,1.0,0.235,9.2,18.6,0.49700000000000005,3.2,3.9,0.8059999999999999,1.4,3.2,4.6,5.0,2.3,0.5,3.3,4.9,22.3,105.0,108.0,LAL,NBA,13.4,0.525,0.049,0.201,3.7,7.3,5.7,14.0,2.3,0.6,13.4,21.3,1.1,1.5,2.7,0.079,-0.8,-0.8,-1.5,0.2,0,1,4.0
2041,Dennis Scott,scottde01,1990-91,22.0,SG,82,28.5,6.1,14.4,0.425,1.5,4.1,0.374,4.6,10.4,0.445,0.478,1.9,2.5,0.75,0.8,2.1,2.9,1.6,0.8,0.3,1.5,2.5,15.7,10.4,24.4,0.425,2.6,6.9,0.374,7.8,17.5,0.445,3.2,4.2,0.75,1.3,3.6,4.9,2.8,1.3,0.5,2.6,4.2,26.5,104.0,112.0,ORL,NBA,13.0,0.504,0.282,0.172,2.8,8.3,5.5,9.3,1.3,0.6,9.1,24.4,1.4,1.2,2.6,0.054000000000000006,0.3,-2.2,-1.9,0.1,0,1,4.0
2042,James Scott,scottja01,1996-97,24.0,SF,8,4.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.1,0.3,0.5,0.1,0.6,0.8,0.4,0.3,0.0,0.3,0.6,0.1,0.0,13.6,0.0,0.0,6.8,0.0,0.0,6.8,0.0,1.7,3.4,0.5,1.7,8.5,10.2,5.1,3.4,0.0,3.4,8.5,1.7,34.0,97.0,MIA,NBA,-4.1,0.055999999999999994,0.5,0.25,3.8,18.2,11.1,13.2,3.4,0.0,18.4,16.0,-0.2,0.1,-0.1,-0.187,-11.6,2.5,-9.1,-0.1,0,0,
2043,Mike Scott,scottmi01,2012-13,24.0,PF,40,9.4,1.8,3.7,0.47600000000000003,0.0,0.0,0.0,1.8,3.7,0.479,0.47600000000000003,1.1,1.4,0.768,1.0,1.8,2.8,0.3,0.1,0.1,0.5,0.8,4.6,9.6,20.3,0.47600000000000003,0.0,0.1,0.0,9.6,20.1,0.479,5.9,7.7,0.768,5.4,9.8,15.2,1.7,0.6,0.3,2.9,4.4,25.2,106.0,106.0,ATL,NBA,16.3,0.5329999999999999,0.006999999999999999,0.381,12.1,21.3,16.7,5.4,0.6,0.4,10.9,23.7,0.5,0.4,0.9,0.11,-3.2,-3.2,-6.4,-0.4,0,0,43.0
2044,Shawnelle Scott,scottsh01,1996-97,24.0,C,16,3.1,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.3,0.7,0.364,0.5,0.5,1.0,0.0,0.0,0.2,0.0,0.4,1.3,9.3,18.5,0.5,0.0,0.0,,9.3,18.5,0.5,4.6,12.7,0.364,9.3,9.3,18.5,0.0,0.0,3.5,0.0,6.9,23.2,113.0,102.0,CLE,NBA,18.7,0.48,0.0,0.688,20.5,21.2,20.8,0.0,0.0,5.4,0.0,20.8,0.1,0.1,0.2,0.17,-4.2,-5.5,-9.7,-0.1,0,0,43.0
2045,Carey Scurry,scurrca01,1985-86,23.0,SF,78,15.0,1.8,3.9,0.47200000000000003,0.0,0.1,0.091,1.8,3.7,0.486,0.473,1.0,1.6,0.619,1.2,1.9,3.1,1.1,1.0,0.8,1.2,2.2,4.7,5.6,12.0,0.47200000000000003,0.0,0.4,0.091,5.6,11.5,0.486,3.1,5.0,0.619,3.9,5.8,9.6,3.4,3.1,2.6,3.8,6.8,14.4,96.0,101.0,UTA,NBA,11.9,0.509,0.037000000000000005,0.419,9.2,13.3,11.3,9.7,3.1,3.2,21.2,15.7,-0.4,2.1,1.8,0.07200000000000001,-2.5,3.6,1.1,0.9,0,0,37.0
2046,Bruce Seals,sealsbr01,1973-74,20.0,SF,78,17.4,2.9,7.8,0.379,0.2,1.2,0.21100000000000002,2.7,6.6,0.408,0.39399999999999996,0.9,1.4,0.63,1.3,2.3,3.6,0.7,0.7,0.7,1.0,2.6,7.0,8.2,21.6,0.379,0.7,3.2,0.21100000000000002,7.5,18.4,0.408,2.4,3.9,0.63,3.6,6.4,10.0,1.9,2.0,2.0,2.9,7.1,19.5,89.0,103.0,UTS,ABA,11.2,0.418,0.149,0.179,8.0,13.1,10.7,5.6,2.0,2.3,11.0,22.6,-1.0,1.3,0.3,0.01,-3.2,-1.5,-4.7,-0.9,0,0,21.0
2047,Shea Seals,sealssh01,1997-98,22.0,SG,4,2.3,0.3,2.0,0.125,0.0,0.8,0.0,0.3,1.3,0.2,0.125,0.5,1.0,0.5,0.8,0.3,1.0,0.0,0.3,0.0,0.0,0.3,1.0,5.7,45.6,0.125,0.0,17.1,0.0,5.7,28.5,0.2,11.4,22.8,0.5,17.1,5.7,22.8,0.0,5.7,0.0,0.0,5.7,22.8,69.0,98.0,LAL,NBA,4.9,0.205,0.375,0.5,38.7,12.3,25.1,0.0,5.7,0.0,0.0,47.8,-0.1,0.0,-0.1,-0.27,-10.6,-14.0,-24.6,-0.1,0,0,
2048,Malik Sealy,sealyma01,1992-93,22.0,SF,58,11.6,2.3,5.5,0.426,0.1,0.5,0.226,2.2,5.0,0.44799999999999995,0.43700000000000006,0.9,1.3,0.6890000000000001,1.0,0.9,1.9,0.8,0.6,0.1,1.0,1.3,5.7,10.1,23.7,0.426,0.5,2.3,0.226,9.6,21.4,0.44799999999999995,3.8,5.5,0.6890000000000001,4.5,3.9,8.3,3.5,2.7,0.5,4.3,5.5,24.6,96.0,110.0,IND,NBA,12.7,0.469,0.09699999999999999,0.23199999999999998,9.9,8.4,9.1,10.7,2.7,0.7,14.2,25.8,-0.4,0.5,0.2,0.013999999999999999,-1.9,-1.6,-3.6,-0.3,0,0,14.0
2049,Thabo Sefolosha,sefolth01,2006-07,22.0,SG,71,12.2,1.5,3.6,0.426,0.2,0.6,0.35700000000000004,1.3,3.0,0.439,0.455,0.3,0.6,0.511,0.5,1.7,2.2,0.8,0.5,0.2,0.8,1.4,3.6,6.4,15.1,0.426,0.9,2.5,0.35700000000000004,5.6,12.6,0.439,1.4,2.7,0.511,2.1,7.0,9.0,3.5,1.9,0.6,3.5,5.9,15.1,89.0,99.0,CHI,NBA,8.5,0.46399999999999997,0.16399999999999998,0.17600000000000002,4.6,15.4,10.1,10.7,1.9,1.0,17.9,17.2,-0.8,1.7,0.8,0.047,-4.5,1.6,-2.9,-0.2,0,0,13.0
2050,Rony Seikaly,seikaro01,1988-89,23.0,C,78,25.2,4.3,9.5,0.44799999999999995,0.0,0.1,0.25,4.3,9.5,0.449,0.44799999999999995,2.3,4.5,0.511,2.6,4.4,7.0,0.7,0.6,1.2,2.6,3.3,10.9,8.2,18.4,0.44799999999999995,0.0,0.1,0.25,8.2,18.3,0.449,4.5,8.7,0.511,5.0,8.5,13.6,1.4,1.1,2.4,4.9,6.4,20.9,89.0,107.0,MIA,NBA,10.8,0.47100000000000003,0.005,0.47600000000000003,11.2,20.5,15.7,4.4,1.1,3.0,18.2,22.8,-2.7,2.2,-0.5,-0.012,-5.2,-0.6,-5.7,-1.8,0,0,9.0
2051,Josh Selby,selbyjo01,2011-12,20.0,PG,28,8.5,0.9,2.6,0.34700000000000003,0.1,0.5,0.133,0.8,2.0,0.40399999999999997,0.361,0.4,0.5,0.7859999999999999,0.1,0.5,0.5,1.1,0.3,0.0,1.0,0.6,2.3,5.6,16.1,0.34700000000000003,0.4,3.3,0.133,5.1,12.7,0.40399999999999997,2.5,3.1,0.7859999999999999,0.4,2.9,3.3,6.7,1.6,0.0,6.5,3.8,14.1,73.0,107.0,MEM,NBA,3.3,0.40299999999999997,0.20800000000000002,0.19399999999999998,1.0,6.5,3.7,19.3,1.6,0.0,27.1,20.5,-0.7,0.2,-0.5,-0.105,-7.4,-2.4,-9.8,-0.5,0,0,49.0
2052,Brad Sellers,sellebr01,1986-87,24.0,PF,80,21.9,3.5,7.6,0.455,0.0,0.1,0.2,3.4,7.5,0.46,0.457,1.6,2.2,0.728,1.9,2.7,4.7,1.3,0.6,0.9,1.1,2.4,8.5,7.9,17.3,0.455,0.1,0.3,0.2,7.8,17.0,0.46,3.6,4.9,0.728,4.4,6.2,10.7,2.9,1.3,1.9,2.4,5.5,19.5,107.0,108.0,CHI,NBA,13.4,0.498,0.017,0.285,9.8,14.4,12.1,8.4,1.3,2.3,11.0,18.5,1.4,2.0,3.3,0.091,-1.5,0.2,-1.2,0.3,0,0,9.0
2053,Mouhamed Sene,senesa01,2006-07,20.0,C,28,6.0,0.6,1.8,0.36700000000000005,0.0,0.0,,0.6,1.8,0.36700000000000005,0.36700000000000005,0.6,1.0,0.586,0.6,1.0,1.6,0.0,0.1,0.4,0.4,1.2,1.9,5.6,15.2,0.36700000000000005,0.0,0.0,,5.6,15.2,0.36700000000000005,5.3,9.0,0.586,4.9,9.0,13.9,0.0,0.9,3.7,3.4,10.2,16.4,88.0,107.0,SEA,NBA,8.5,0.429,0.0,0.5920000000000001,11.3,20.8,16.0,0.0,0.9,5.5,15.1,19.5,-0.2,0.2,0.0,-0.011000000000000001,-8.5,-3.4,-11.9,-0.4,0,0,10.0
2054,Kevin Seraphin,serapke01,2010-11,21.0,PF,58,10.9,1.1,2.5,0.449,0.0,0.0,,1.1,2.5,0.449,0.449,0.4,0.5,0.71,1.4,1.2,2.6,0.2,0.3,0.5,0.7,2.2,2.7,5.3,11.8,0.449,0.0,0.0,,5.3,11.8,0.449,1.8,2.5,0.71,6.4,5.8,12.2,0.8,1.4,2.3,3.4,10.2,12.4,95.0,110.0,WAS,NBA,8.4,0.479,0.0,0.21100000000000002,13.9,13.4,13.7,2.4,1.4,3.4,20.7,14.1,-0.2,0.5,0.2,0.017,-4.2,-0.2,-4.5,-0.4,0,0,17.0
2055,Ansu Sesay,sesayan01,2001-02,25.0,SF,9,15.8,2.4,4.9,0.5,0.0,0.0,,2.4,4.9,0.5,0.5,1.6,2.2,0.7,0.8,1.4,2.2,0.9,0.3,0.2,0.2,2.0,6.4,8.4,16.7,0.5,0.0,0.0,,8.4,16.7,0.5,5.3,7.6,0.7,2.7,4.9,7.6,3.0,1.1,0.8,0.8,6.8,22.0,122.0,108.0,SEA,NBA,15.5,0.5489999999999999,0.0,0.455,5.9,10.6,8.3,8.9,1.1,1.1,3.6,17.9,0.4,0.1,0.5,0.156,-0.1,-2.0,-2.1,0.0,0,0,30.0
2056,Ramon Sessions,sessira01,2007-08,21.0,PG,17,26.5,3.0,6.9,0.436,0.2,0.4,0.429,2.8,6.5,0.436,0.449,1.9,2.4,0.78,0.5,2.9,3.4,7.5,1.0,0.2,2.1,1.5,8.1,6.0,13.7,0.436,0.4,0.8,0.429,5.6,12.8,0.436,3.7,4.8,0.78,0.9,5.8,6.8,14.8,2.0,0.4,4.2,3.0,16.0,109.0,113.0,MIL,NBA,16.2,0.507,0.06,0.35,2.0,13.6,7.6,43.5,2.0,0.5,21.0,17.1,0.5,0.2,0.7,0.077,-0.9,-2.1,-3.1,-0.1,0,0,56.0
2057,Ha Seung-Jin,seungha01,2004-05,19.0,C,19,5.5,0.5,1.2,0.435,0.0,0.0,,0.5,1.2,0.435,0.435,0.3,0.6,0.545,0.3,0.6,0.9,0.1,0.1,0.3,0.6,1.1,1.4,5.1,11.8,0.435,0.0,0.0,,5.1,11.8,0.435,3.1,5.7,0.545,3.1,6.2,9.2,1.0,0.5,2.6,6.2,10.8,13.4,74.0,109.0,POR,NBA,2.5,0.467,0.0,0.478,6.9,12.8,10.0,3.0,0.5,3.4,30.1,17.6,-0.3,0.1,-0.2,-0.094,-8.8,-1.1,-9.9,-0.2,0,0,46.0
2058,Tom Sewell,sewelto01,1984-85,22.0,SG,21,4.1,0.4,1.7,0.25,0.0,0.1,0.0,0.4,1.6,0.265,0.25,0.1,0.2,0.5,0.1,0.1,0.2,0.3,0.1,0.0,0.3,0.6,1.0,5.0,19.8,0.25,0.0,1.1,0.0,5.0,18.7,0.265,1.1,2.2,0.5,1.1,1.1,2.2,3.3,1.7,0.6,3.9,7.2,11.0,57.0,108.0,WSB,NBA,-2.7,0.265,0.055999999999999994,0.111,2.5,2.6,2.5,8.8,1.7,0.7,15.6,21.4,-0.5,0.1,-0.4,-0.201,-11.1,-2.0,-13.1,-0.2,0,0,22.0
2059,Charles Shackleford,shackch01,1988-89,22.0,C,60,8.1,1.4,2.8,0.494,0.0,0.0,0.0,1.4,2.8,0.49700000000000005,0.494,0.4,0.7,0.5,0.8,1.7,2.6,0.4,0.3,0.3,0.5,1.2,3.1,8.2,16.6,0.494,0.0,0.1,0.0,8.2,16.5,0.49700000000000005,2.1,4.2,0.5,5.0,10.2,15.2,2.1,1.5,1.8,2.7,7.0,18.5,103.0,107.0,NJN,NBA,13.9,0.501,0.006,0.25,11.1,24.4,17.6,6.5,1.5,2.2,12.6,18.1,0.2,0.6,0.8,0.076,-3.0,0.1,-3.0,-0.1,0,0,32.0
2060,Mustafa Shakur,shakumu01,2010-11,26.0,PG,22,7.2,1.0,2.7,0.35600000000000004,0.0,0.5,0.1,0.9,2.2,0.408,0.364,0.4,0.7,0.5329999999999999,0.3,0.7,1.0,1.1,0.2,0.1,0.8,0.7,2.3,6.8,19.0,0.35600000000000004,0.3,3.2,0.1,6.4,15.8,0.408,2.6,4.8,0.5329999999999999,2.3,4.8,7.1,8.0,1.6,1.0,5.8,4.8,16.4,79.0,112.0,WAS,NBA,6.8,0.389,0.16899999999999998,0.254,4.8,11.2,7.9,24.9,1.6,1.4,21.5,23.2,-0.5,0.1,-0.4,-0.11199999999999999,-5.8,-1.8,-7.6,-0.2,0,0,
2061,God Shammgod,shammgo01,1997-98,21.0,PG,20,7.3,1.0,2.9,0.32799999999999996,0.0,0.1,0.0,1.0,2.8,0.33899999999999997,0.32799999999999996,1.2,1.5,0.767,0.1,0.3,0.4,1.8,0.4,0.1,1.1,1.4,3.1,6.8,20.8,0.32799999999999996,0.0,0.7,0.0,6.8,20.1,0.33899999999999997,8.2,10.7,0.767,0.7,1.8,2.5,12.9,2.5,0.4,7.5,9.7,21.8,87.0,107.0,WAS,NBA,9.2,0.428,0.034,0.517,1.5,4.0,2.7,38.1,2.5,0.5,22.8,28.1,-0.3,0.1,-0.1,-0.049,-5.6,-4.1,-9.6,-0.3,0,0,45.0
2062,Walter Sharpe,sharpwa01,2008-09,22.0,PF,8,2.5,0.5,1.4,0.364,0.0,0.3,0.0,0.5,1.1,0.444,0.364,0.0,0.3,0.0,0.0,0.4,0.4,0.0,0.0,0.3,0.0,0.4,1.0,11.1,30.4,0.364,0.0,5.5,0.0,11.1,24.9,0.444,0.0,5.5,0.0,0.0,8.3,8.3,0.0,0.0,5.5,0.0,8.3,22.1,71.0,105.0,DET,NBA,4.8,0.337,0.182,0.182,0.0,18.0,8.9,0.0,0.0,7.7,0.0,28.3,-0.1,0.0,-0.1,-0.131,-12.0,-4.5,-16.5,-0.1,0,0,32.0
2063,John Shasky,shaskjo01,1988-89,24.0,C,65,14.5,1.9,3.8,0.488,0.0,0.0,0.0,1.9,3.8,0.49200000000000005,0.488,1.8,2.6,0.6890000000000001,1.5,2.1,3.6,0.3,0.2,0.2,0.7,1.4,5.5,6.2,12.7,0.488,0.0,0.1,0.0,6.2,12.6,0.49200000000000005,5.9,8.6,0.6890000000000001,4.9,7.0,11.9,1.1,0.7,0.7,2.4,4.8,18.3,113.0,110.0,MIA,NBA,12.7,0.555,0.008,0.6729999999999999,11.0,16.8,13.8,3.4,0.7,0.8,12.5,15.8,1.2,0.7,1.9,0.09699999999999999,-2.4,-2.1,-4.5,-0.6,0,0,61.0
2064,Brian Shaw,shawbr01,1988-89,22.0,SG,82,28.1,3.6,8.4,0.433,0.0,0.2,0.0,3.6,8.2,0.441,0.433,1.3,1.6,0.826,1.5,3.1,4.6,5.8,1.0,0.3,2.3,2.6,8.6,6.3,14.6,0.433,0.0,0.3,0.0,6.3,14.3,0.441,2.3,2.8,0.826,2.5,5.5,8.0,10.0,1.7,0.6,4.0,4.5,14.9,101.0,110.0,BOS,NBA,12.2,0.47200000000000003,0.019,0.192,6.0,12.7,9.4,27.0,1.7,0.7,20.2,16.8,0.5,1.7,2.2,0.046,-0.8,0.4,-0.4,0.9,0,1,24.0
2065,Casey Shaw,shawca01,1998-99,23.0,C,9,1.6,0.1,0.9,0.125,0.0,0.0,,0.1,0.9,0.125,0.125,0.0,0.0,,0.3,0.0,0.3,0.0,0.0,0.0,0.2,0.2,0.2,3.9,31.0,0.125,0.0,0.0,,3.9,31.0,0.125,0.0,0.0,,11.6,0.0,11.6,0.0,0.0,0.0,7.7,7.7,7.7,40.0,109.0,PHI,NBA,-14.9,0.125,0.0,0.0,24.4,0.0,12.5,0.0,0.0,0.0,20.0,32.4,-0.1,0.0,-0.1,-0.498,-18.0,-9.7,-27.8,-0.1,0,0,37.0
2066,Craig Shelton,sheltcr01,1980-81,23.0,SF,55,10.7,1.8,4.0,0.457,0.0,0.0,0.0,1.8,4.0,0.45899999999999996,0.457,0.6,1.1,0.603,1.1,1.4,2.5,0.5,0.3,0.1,1.1,2.3,4.3,8.2,18.1,0.457,0.0,0.1,0.0,8.2,18.0,0.45899999999999996,2.9,4.8,0.603,4.9,6.5,11.4,2.2,1.5,0.4,5.0,10.6,19.4,91.0,107.0,ATL,NBA,8.8,0.48100000000000004,0.005,0.265,11.4,15.7,13.5,7.0,1.5,0.5,20.0,21.6,-0.5,0.5,0.0,-0.002,-3.5,-1.7,-5.2,-0.5,0,0,28.0
2067,Lonnie Shelton,sheltlo01,1976-77,21.0,PF,82,25.7,4.9,10.2,0.47600000000000003,,,,4.9,10.2,0.47600000000000003,0.47600000000000003,1.9,2.7,0.7070000000000001,2.7,5.0,7.7,1.8,1.5,1.2,,4.4,11.6,8.4,17.6,0.47600000000000003,,,,8.4,17.6,0.47600000000000003,3.4,4.7,0.7070000000000001,4.6,8.7,13.4,3.1,2.6,2.1,,7.7,20.2,,95.0,NYK,NBA,16.7,0.511,,0.26899999999999996,11.2,20.2,15.8,9.6,2.6,2.4,,,1.2,3.4,4.6,0.105,0.7,2.0,2.8,2.5,0,0,25.0
2068,Tornike Shengelia,shengto01,2012-13,21.0,SF,19,4.9,0.5,1.2,0.435,0.1,0.1,0.5,0.5,1.1,0.429,0.457,0.5,0.8,0.563,0.5,0.7,1.2,0.2,0.2,0.1,0.6,0.6,1.6,5.8,13.4,0.435,0.6,1.2,0.5,5.2,12.2,0.429,5.2,9.3,0.563,5.2,8.1,13.4,1.7,1.7,0.6,6.4,6.4,17.4,86.0,106.0,BRK,NBA,8.5,0.499,0.087,0.696,11.4,17.9,14.6,5.1,1.7,0.8,26.8,20.3,-0.1,0.1,0.0,-0.017,-5.5,-0.9,-6.4,-0.1,0,0,54.0
2069,Jeffrey Sheppard,sheppje01,1998-99,24.0,SG,18,10.3,0.8,2.2,0.385,0.1,0.4,0.28600000000000003,0.7,1.8,0.406,0.41,0.4,0.7,0.615,0.3,0.9,1.2,0.9,0.2,0.0,0.4,0.7,2.2,4.6,11.9,0.385,0.6,2.1,0.28600000000000003,4.0,9.7,0.406,2.4,4.0,0.615,1.8,4.9,6.7,4.9,0.9,0.0,2.1,3.6,12.2,99.0,102.0,ATL,NBA,8.7,0.447,0.179,0.33299999999999996,3.8,10.0,7.0,15.5,0.9,0.0,13.5,13.2,0.1,0.2,0.3,0.073,-2.6,-0.3,-2.9,0.0,0,0,
2070,Ed Sherod,sheroed01,1982-83,23.0,PG,64,25.4,2.7,6.6,0.406,0.0,0.2,0.077,2.7,6.4,0.41700000000000004,0.40700000000000003,0.8,1.3,0.65,0.7,1.7,2.3,4.9,1.5,0.2,1.6,1.8,6.2,5.2,12.8,0.406,0.0,0.4,0.077,5.2,12.4,0.41700000000000004,1.6,2.4,0.65,1.3,3.2,4.5,9.5,2.9,0.4,3.2,3.4,12.0,95.0,100.0,NYK,NBA,11.4,0.433,0.031,0.19,3.1,7.7,5.4,26.6,2.9,0.5,18.6,14.7,-0.2,2.7,2.5,0.073,-1.9,1.7,-0.3,0.7,0,0,
2071,Paul Shirley,shirlpa01,2002-03,25.0,PF,2,2.5,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.2,0.0,0.0,0.0,,0.0,42.2,0.0,0.0,0.0,,0.0,10.6,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,ATL,NBA,-28.0,0.0,0.0,0.0,0.0,21.9,11.4,0.0,0.0,0.0,0.0,36.7,-0.1,0.0,-0.1,-0.823,-32.3,-12.6,-44.9,-0.1,0,0,
